fecha,campaña,tipo,concepto,cliente_proveedor,importe,moneda,vencimiento,estado,banco_caja,categoria_flujo
2023-05-24,2023,Ingreso,Venta Industria,Frutales Tucumán SRL,98995.55,ARS,2023-06-13,Pendiente,Banco Galicia,Operaciones
2023-05-24,2023,Ingreso,Venta Industria,Frutales Tucumán SRL,42024.65,ARS,2023-06-15,Cobrado,Banco BBVA,Operaciones
2023-05-24,2023,Ingreso,Venta Industria,Frutales Tucumán SRL,157082.77,ARS,2023-06-18,Cobrado,Banco Nación,Operaciones
2023-05-24,2023,Ingreso,Venta Industria,Frutales Tucumán SRL,82836.92,ARS,2023-07-01,Cobrado,Banco Nación,Operaciones
2023-05-24,2023,Ingreso,Venta Industria,Frutales Tucumán SRL,63602.78,ARS,2023-07-06,Cobrado,Banco Nación,Operaciones
2023-05-24,2023,Ingreso,Venta Industria,Frutales Tucumán SRL,183529.29,ARS,2023-06-14,Cobrado,Caja Operativa,Operaciones
2023-05-24,2023,Ingreso,Venta Industria,Frutales Tucumán SRL,138954.16,ARS,2023-06-26,Cobrado,Caja Operativa,Operaciones
2023-05-24,2023,Ingreso,Venta Industria,Frutales Tucumán SRL,87432.48,ARS,2023-06-27,Pendiente,Banco Nación,Operaciones
2023-05-24,2023,Ingreso,Venta Industria,Frutales Tucumán SRL,115235.96,ARS,2023-07-04,Cobrado,Banco BBVA,Operaciones
2023-05-24,2023,Ingreso,Venta Industria,Frutales Tucumán SRL,95566.44,ARS,2023-07-04,Cobrado,Banco Galicia,Operaciones
2023-05-24,2023,Ingreso,Venta Mercado Interno,Central de Frutas SA,629489.77,ARS,2023-06-04,Cobrado,Banco BBVA,Operaciones
2023-05-24,2023,Ingreso,Venta Mercado Interno,Central de Frutas SA,335136.7,ARS,2023-06-04,Cobrado,Banco Nación,Operaciones
2023-05-24,2023,Ingreso,Venta Mercado Interno,Central de Frutas SA,597554.48,ARS,2023-06-16,Cobrado,Banco BBVA,Operaciones
2023-05-24,2023,Ingreso,Venta Mercado Interno,Central de Frutas SA,314804.53,ARS,2023-06-13,Cobrado,Banco Galicia,Operaciones
2023-05-24,2023,Ingreso,Venta Mercado Interno,Central de Frutas SA,221449.62,ARS,2023-06-14,Cobrado,Caja Operativa,Operaciones
2023-05-24,2023,Ingreso,Venta Mercado Interno,Central de Frutas SA,370274.71,ARS,2023-06-11,Cobrado,Caja Operativa,Operaciones
2023-05-24,2023,Ingreso,Venta Mercado Interno,Central de Frutas SA,266438.99,ARS,2023-06-14,Pendiente,Caja Operativa,Operaciones
2023-05-24,2023,Ingreso,Venta Mercado Interno,Frutales del Norte SRL,139362.62,ARS,2023-06-03,Cobrado,Banco BBVA,Operaciones
2023-05-24,2023,Ingreso,Venta Mercado Interno,Frutales del Norte SRL,249723.81,ARS,2023-06-17,Cobrado,Caja Operativa,Operaciones
2023-05-24,2023,Ingreso,Venta Mercado Interno,Frutales del Norte SRL,540277.62,ARS,2023-06-03,Cobrado,Banco Galicia,Operaciones
2023-05-24,2023,Ingreso,Venta Mercado Interno,Frutales del Norte SRL,253455.24,ARS,2023-06-11,Cobrado,Caja Operativa,Operaciones
2023-05-24,2023,Ingreso,Venta Mercado Interno,Frutales del Norte SRL,675941.24,ARS,2023-06-12,Cobrado,Caja Operativa,Operaciones
2023-05-24,2023,Ingreso,Venta Mercado Interno,Frutales del Norte SRL,317999.54,ARS,2023-06-04,Cobrado,Banco Nación,Operaciones
2023-05-24,2023,Ingreso,Venta Mercado Interno,La Morenita SA,469253.32,ARS,2023-06-05,Vencido,Caja Operativa,Operaciones
2023-05-24,2023,Ingreso,Venta Mercado Interno,La Morenita SA,506018.87,ARS,2023-06-08,Cobrado,Banco Nación,Operaciones
2023-05-24,2023,Ingreso,Venta Mercado Interno,La Morenita SA,366145.3,ARS,2023-06-16,Vencido,Banco BBVA,Operaciones
2023-05-24,2023,Ingreso,Venta Mercado Interno,Supermercados Norte SA,582463.56,ARS,2023-06-09,Pendiente,Banco Galicia,Operaciones
2023-05-31,2023,Egreso,Certificaciones,Broker Comercial Citrus,307275.28,ARS,2023-06-12,Vencido,Banco Galicia,Operaciones
2023-05-31,2023,Egreso,Comisiones,Promoción de Mercados SA,474159.99,ARS,2023-06-11,Pagado,Banco Galicia,Operaciones
2023-05-31,2023,Egreso,Control de calidad,TecnoPacking SRL,2692293.87,ARS,2023-06-16,Pagado,Banco BBVA,Operaciones
2023-05-31,2023,Egreso,Despacho aduana,FríoAndes Logística,4956566.66,ARS,2023-06-11,Pagado,Banco Nación,Operaciones
2023-05-31,2023,Egreso,Energía,Envases del Tucumán,2092178.98,ARS,2023-06-06,Pagado,Banco Galicia,Operaciones
2023-05-31,2023,Egreso,Envases y embalajes,Energía Tucumán SA,3071104.14,ARS,2023-06-14,Pendiente,Banco Galicia,Operaciones
2023-05-31,2023,Egreso,Fitosanitarios,Servicios Rurales del NOA,2169414.92,ARS,2023-06-10,Pagado,Caja Operativa,Operaciones
2023-05-31,2023,Egreso,Flete exportación,Despachos del NOA,1963746.6,ARS,2023-06-11,Pagado,Caja Operativa,Operaciones
2023-05-31,2023,Egreso,Flete interno,Transportes del Norte SA,3189872.79,ARS,2023-06-16,Pagado,Banco BBVA,Operaciones
2023-05-31,2023,Egreso,Frigorífico,Transportes del Norte SA,5148053.02,ARS,2023-06-08,Pagado,Banco Nación,Operaciones
2023-05-31,2023,Egreso,Gastos generales,Contaduría Castillo,668915.79,ARS,2023-06-16,Pagado,Caja Operativa,Impuestos
2023-05-31,2023,Egreso,Honorarios,Contaduría Castillo,824536.27,ARS,2023-06-22,Pagado,Banco Galicia,Operaciones
2023-05-31,2023,Egreso,Impuestos,DGR Tucumán,579839.29,ARS,2023-06-11,Pendiente,Banco Galicia,Impuestos
2023-05-31,2023,Egreso,Insumos agrícolas,Agroinsumos SA,3192969.22,ARS,2023-06-15,Pagado,Banco Galicia,Operaciones
2023-05-31,2023,Egreso,Mano de obra cosecha,Servicios Rurales del NOA,3640577.53,ARS,2023-06-16,Pagado,Banco Nación,Operaciones
2023-05-31,2023,Egreso,Mano de obra empaque,Energía Tucumán SA,2134245.15,ARS,2023-06-17,Pagado,Banco Nación,Operaciones
2023-05-31,2023,Egreso,Mantenimiento líneas,Envases del Tucumán,1703868.87,ARS,2023-06-16,Pagado,Banco Nación,Operaciones
2023-05-31,2023,Egreso,Maquinaria,Cooperativa Citrícola,4298671.26,ARS,2023-06-11,Pagado,Banco BBVA,Operaciones
2023-05-31,2023,Egreso,Promoción comercial,Certificaciones Global GAP,322151.02,ARS,2023-06-11,Pagado,Banco Galicia,Operaciones
2023-05-31,2023,Egreso,Riego,Servicios Rurales del NOA,2040194.48,ARS,2023-06-08,Pendiente,Banco Nación,Operaciones
2023-05-31,2023,Egreso,Seguros,Contaduría Castillo,1053861.95,ARS,2023-06-14,Pagado,Banco BBVA,Impuestos
2023-05-31,2023,Egreso,Sueldos administración,Contaduría Castillo,484743.23,ARS,2023-06-13,Pagado,Banco Nación,Operaciones
2023-05-31,2023,Egreso,Viajes comerciales,Certificaciones Global GAP,310171.77,ARS,2023-06-14,Pendiente,Banco BBVA,Operaciones
2023-05-31,2023,Ingreso,Venta Exportación,Al Salam Trading,843545.18,ARS,2023-06-23,Cobrado,Banco Nación,Operaciones
2023-05-31,2023,Ingreso,Venta Exportación,Al Salam Trading,2213611.99,ARS,2023-06-20,Cobrado,Banco Nación,Operaciones
2023-05-31,2023,Ingreso,Venta Exportación,Al Salam Trading,1672802.73,ARS,2023-06-21,Cobrado,Banco Nación,Operaciones
2023-05-31,2023,Ingreso,Venta Exportación,Al Salam Trading,991223.49,ARS,2023-07-05,Cobrado,Banco Nación,Operaciones
2023-05-31,2023,Ingreso,Venta Exportación,Al Salam Trading,484039.84,ARS,2023-06-18,Pendiente,Caja Operativa,Operaciones
2023-05-31,2023,Ingreso,Venta Exportación,Al Salam Trading,3534637.36,ARS,2023-06-20,Cobrado,Banco BBVA,Operaciones
2023-05-31,2023,Ingreso,Venta Exportación,Al Salam Trading,1800406.79,ARS,2023-06-20,Cobrado,Caja Operativa,Operaciones
2023-05-31,2023,Ingreso,Venta Exportación,Citrus World Ltd,2203481.31,ARS,2023-07-08,Cobrado,Caja Operativa,Operaciones
2023-05-31,2023,Ingreso,Venta Exportación,Citrus World Ltd,887491.94,ARS,2023-07-02,Vencido,Banco BBVA,Operaciones
2023-05-31,2023,Ingreso,Venta Exportación,Citrus World Ltd,1817224.37,ARS,2023-07-09,Cobrado,Caja Operativa,Operaciones
2023-05-31,2023,Ingreso,Venta Exportación,Citrus World Ltd,267196.39,ARS,2023-06-30,Cobrado,Banco Nación,Operaciones
2023-05-31,2023,Ingreso,Venta Exportación,Citrus World Ltd,1046863.89,ARS,2023-06-19,Cobrado,Banco BBVA,Operaciones
2023-05-31,2023,Ingreso,Venta Exportación,Citrus World Ltd,1398493.72,ARS,2023-07-06,Cobrado,Banco BBVA,Operaciones
2023-05-31,2023,Ingreso,Venta Exportación,Citrus World Ltd,1316851.34,ARS,2023-06-30,Pendiente,Caja Operativa,Operaciones
2023-05-31,2023,Ingreso,Venta Exportación,Fischer Import GmbH,1839887.87,ARS,2023-06-26,Cobrado,Banco BBVA,Operaciones
2023-05-31,2023,Ingreso,Venta Exportación,Fischer Import GmbH,1848690.49,ARS,2023-06-26,Cobrado,Banco Nación,Operaciones
2023-05-31,2023,Ingreso,Venta Exportación,Fischer Import GmbH,1798531.96,ARS,2023-07-07,Cobrado,Banco BBVA,Operaciones
2023-05-31,2023,Ingreso,Venta Exportación,Fischer Import GmbH,1074997.18,ARS,2023-06-24,Vencido,Banco BBVA,Operaciones
2023-05-31,2023,Ingreso,Venta Exportación,Fischer Import GmbH,537327.7,ARS,2023-06-24,Cobrado,Banco Galicia,Operaciones
2023-05-31,2023,Ingreso,Venta Exportación,Fischer Import GmbH,2585043.73,ARS,2023-06-19,Cobrado,Banco Galicia,Operaciones
2023-05-31,2023,Ingreso,Venta Exportación,Medifresh SA,2151456.84,ARS,2023-06-26,Cobrado,Banco BBVA,Operaciones
2023-05-31,2023,Ingreso,Venta Industria,Citromax SA,68800.61,ARS,2023-07-11,Cobrado,Banco Nación,Operaciones
2023-05-31,2023,Ingreso,Venta Industria,Citromax SA,126693.68,ARS,2023-06-27,Cobrado,Banco Nación,Operaciones
2023-05-31,2023,Ingreso,Venta Industria,Citromax SA,121557.28,ARS,2023-07-01,Cobrado,Banco Galicia,Operaciones
2023-05-31,2023,Ingreso,Venta Industria,Citromax SA,94309.5,ARS,2023-06-23,Pendiente,Banco Galicia,Operaciones
2023-05-31,2023,Ingreso,Venta Industria,Citromax SA,114039.12,ARS,2023-07-08,Cobrado,Banco Galicia,Operaciones
2023-05-31,2023,Ingreso,Venta Industria,Citromax SA,110839.91,ARS,2023-06-23,Cobrado,Caja Operativa,Operaciones
2023-05-31,2023,Ingreso,Venta Industria,Citromax SA,85818.7,ARS,2023-06-24,Cobrado,Banco Galicia,Operaciones
2023-05-31,2023,Ingreso,Venta Industria,Citromax SA,144100.76,ARS,2023-07-07,Cobrado,Caja Operativa,Operaciones
2023-05-31,2023,Ingreso,Venta Industria,Citromax SA,110969.44,ARS,2023-06-23,Cobrado,Caja Operativa,Operaciones
2023-05-31,2023,Ingreso,Venta Industria,Citromax SA,156235.63,ARS,2023-07-03,Pendiente,Banco Nación,Operaciones
2023-05-31,2023,Ingreso,Venta Industria,Frutales Tucumán SRL,77842.5,ARS,2023-07-04,Cobrado,Banco Galicia,Operaciones
2023-05-31,2023,Ingreso,Venta Industria,Frutales Tucumán SRL,89482.19,ARS,2023-07-10,Cobrado,Banco Nación,Operaciones
2023-05-31,2023,Ingreso,Venta Industria,Frutales Tucumán SRL,88257.58,ARS,2023-07-10,Cobrado,Banco Nación,Operaciones
2023-05-31,2023,Ingreso,Venta Industria,Frutales Tucumán SRL,130292.32,ARS,2023-07-14,Pendiente,Caja Operativa,Operaciones
2023-05-31,2023,Ingreso,Venta Industria,Frutales Tucumán SRL,219693.13,ARS,2023-06-22,Cobrado,Caja Operativa,Operaciones
2023-05-31,2023,Ingreso,Venta Industria,Frutales Tucumán SRL,85017.58,ARS,2023-06-27,Pendiente,Caja Operativa,Operaciones
2023-05-31,2023,Ingreso,Venta Industria,Frutales Tucumán SRL,92989.98,ARS,2023-07-13,Cobrado,Banco Nación,Operaciones
2023-05-31,2023,Ingreso,Venta Mercado Interno,Central de Frutas SA,650716.92,ARS,2023-06-12,Cobrado,Caja Operativa,Operaciones
2023-05-31,2023,Ingreso,Venta Mercado Interno,Central de Frutas SA,297285.87,ARS,2023-06-17,Cobrado,Banco BBVA,Operaciones
2023-05-31,2023,Ingreso,Venta Mercado Interno,Central de Frutas SA,185504.52,ARS,2023-06-16,Cobrado,Banco BBVA,Operaciones
2023-05-31,2023,Ingreso,Venta Mercado Interno,Central de Frutas SA,346102.84,ARS,2023-06-14,Cobrado,Banco Galicia,Operaciones
2023-05-31,2023,Ingreso,Venta Mercado Interno,Frutales del Norte SRL,391713.34,ARS,2023-06-19,Pendiente,Banco Galicia,Operaciones
2023-05-31,2023,Ingreso,Venta Mercado Interno,Frutales del Norte SRL,319069.37,ARS,2023-06-20,Cobrado,Banco Galicia,Operaciones
2023-05-31,2023,Ingreso,Venta Mercado Interno,Frutales del Norte SRL,204508.74,ARS,2023-06-19,Cobrado,Banco Galicia,Operaciones
2023-05-31,2023,Ingreso,Venta Mercado Interno,Frutales del Norte SRL,780648.21,ARS,2023-06-15,Cobrado,Banco Galicia,Operaciones
2023-05-31,2023,Ingreso,Venta Mercado Interno,Frutales del Norte SRL,399123.0,ARS,2023-06-18,Cobrado,Caja Operativa,Operaciones
2023-05-31,2023,Ingreso,Venta Mercado Interno,Frutales del Norte SRL,457245.27,ARS,2023-06-19,Pendiente,Caja Operativa,Operaciones
2023-05-31,2023,Ingreso,Venta Mercado Interno,La Morenita SA,585463.73,ARS,2023-06-10,Cobrado,Banco BBVA,Operaciones
2023-05-31,2023,Ingreso,Venta Mercado Interno,La Morenita SA,402216.74,ARS,2023-06-15,Cobrado,Caja Operativa,Operaciones
2023-05-31,2023,Ingreso,Venta Mercado Interno,Supermercados Norte SA,184582.24,ARS,2023-06-16,Cobrado,Caja Operativa,Operaciones
2023-05-31,2023,Ingreso,Venta Mercado Interno,Supermercados Norte SA,675105.73,ARS,2023-06-20,Cobrado,Caja Operativa,Operaciones
2023-05-31,2023,Ingreso,Venta Mercado Interno,Supermercados Norte SA,392756.92,ARS,2023-06-24,Cobrado,Banco BBVA,Operaciones
2023-05-31,2023,Ingreso,Venta Mercado Interno,Supermercados Norte SA,408415.74,ARS,2023-06-17,Cobrado,Banco BBVA,Operaciones
2023-05-31,2023,Ingreso,Venta Mercado Interno,Supermercados Norte SA,280021.83,ARS,2023-06-24,Pendiente,Banco Galicia,Operaciones
2023-06-07,2023,Egreso,Certificaciones,Certificaciones Global GAP,396032.58,ARS,2023-06-15,Pagado,Banco Galicia,Operaciones
2023-06-07,2023,Egreso,Comisiones,Certificaciones Global GAP,198164.51,ARS,2023-06-14,Pagado,Banco Galicia,Operaciones
2023-06-07,2023,Egreso,Control de calidad,TecnoPacking SRL,2788329.25,ARS,2023-06-12,Pendiente,Banco Nación,Operaciones
2023-06-07,2023,Egreso,Despacho aduana,Despachos del NOA,4874646.6,ARS,2023-06-22,Pendiente,Banco BBVA,Operaciones
2023-06-07,2023,Egreso,Energía,Energía Tucumán SA,3019222.22,ARS,2023-06-13,Pagado,Banco Nación,Operaciones
2023-06-07,2023,Egreso,Envases y embalajes,Envases del Tucumán,2232253.59,ARS,2023-06-23,Pagado,Banco Nación,Operaciones
2023-06-07,2023,Egreso,Fitosanitarios,Agroinsumos SA,4277848.91,ARS,2023-06-17,Pagado,Banco Nación,Operaciones
2023-06-07,2023,Egreso,Flete exportación,Transportes del Norte SA,4665006.32,ARS,2023-06-17,Pagado,Caja Operativa,Operaciones
2023-06-07,2023,Egreso,Flete interno,Transportes del Norte SA,3514760.7,ARS,2023-06-14,Pagado,Caja Operativa,Operaciones
2023-06-07,2023,Egreso,Frigorífico,Despachos del NOA,3772850.83,ARS,2023-06-20,Pagado,Caja Operativa,Operaciones
2023-06-07,2023,Egreso,Gastos generales,Contaduría Castillo,487337.33,ARS,2023-06-17,Pagado,Banco BBVA,Operaciones
2023-06-07,2023,Egreso,Honorarios,AFIP,1110895.26,ARS,2023-06-22,Pagado,Banco Galicia,Impuestos
2023-06-07,2023,Egreso,Impuestos,Contaduría Castillo,767833.23,ARS,2023-06-26,Pagado,Banco Galicia,Operaciones
2023-06-07,2023,Egreso,Insumos agrícolas,Cooperativa Citrícola,4027994.93,ARS,2023-06-15,Pagado,Banco BBVA,Operaciones
2023-06-07,2023,Egreso,Mano de obra cosecha,Agroinsumos SA,2076940.0,ARS,2023-06-14,Pagado,Banco BBVA,Operaciones
2023-06-07,2023,Egreso,Mano de obra empaque,TecnoPacking SRL,2127458.12,ARS,2023-06-15,Pagado,Banco Galicia,Operaciones
2023-06-07,2023,Egreso,Mantenimiento líneas,TecnoPacking SRL,3139554.88,ARS,2023-06-20,Pagado,Caja Operativa,Operaciones
2023-06-07,2023,Egreso,Maquinaria,Cooperativa Citrícola,3326770.63,ARS,2023-06-18,Pagado,Banco BBVA,Operaciones
2023-06-07,2023,Egreso,Promoción comercial,Certificaciones Global GAP,778229.81,ARS,2023-06-12,Pendiente,Banco BBVA,Operaciones
2023-06-07,2023,Egreso,Riego,Cooperativa Citrícola,3266927.23,ARS,2023-06-16,Pagado,Banco BBVA,Operaciones
2023-06-07,2023,Egreso,Seguros,Contaduría Castillo,579606.51,ARS,2023-06-21,Pagado,Banco Nación,Impuestos
2023-06-07,2023,Egreso,Sueldos administración,Contaduría Castillo,697823.03,ARS,2023-06-17,Pagado,Banco BBVA,Operaciones
2023-06-07,2023,Egreso,Viajes comerciales,Promoción de Mercados SA,220316.15,ARS,2023-06-12,Pagado,Banco BBVA,Operaciones
2023-06-07,2023,Ingreso,Venta Exportación,Al Salam Trading,1359410.93,ARS,2023-06-30,Cobrado,Banco Galicia,Operaciones
2023-06-07,2023,Ingreso,Venta Exportación,Al Salam Trading,1179335.55,ARS,2023-06-26,Vencido,Caja Operativa,Operaciones
2023-06-07,2023,Ingreso,Venta Exportación,Al Salam Trading,3753354.87,ARS,2023-06-29,Cobrado,Banco Galicia,Operaciones
2023-06-07,2023,Ingreso,Venta Exportación,Al Salam Trading,1834789.62,ARS,2023-07-04,Cobrado,Banco Galicia,Operaciones
2023-06-07,2023,Ingreso,Venta Exportación,Al Salam Trading,1899934.44,ARS,2023-07-06,Cobrado,Banco BBVA,Operaciones
2023-06-07,2023,Ingreso,Venta Exportación,Al Salam Trading,1019788.35,ARS,2023-06-30,Cobrado,Caja Operativa,Operaciones
2023-06-07,2023,Ingreso,Venta Exportación,Citrus World Ltd,3472395.63,ARS,2023-06-30,Cobrado,Banco Nación,Operaciones
2023-06-07,2023,Ingreso,Venta Exportación,Citrus World Ltd,2976500.02,ARS,2023-06-28,Cobrado,Banco Nación,Operaciones
2023-06-07,2023,Ingreso,Venta Exportación,Citrus World Ltd,1909460.72,ARS,2023-06-26,Cobrado,Banco Nación,Operaciones
2023-06-07,2023,Ingreso,Venta Exportación,Citrus World Ltd,752314.48,ARS,2023-07-03,Cobrado,Banco Galicia,Operaciones
2023-06-07,2023,Ingreso,Venta Exportación,Fischer Import GmbH,2321797.14,ARS,2023-07-11,Pendiente,Caja Operativa,Operaciones
2023-06-07,2023,Ingreso,Venta Exportación,Fischer Import GmbH,321868.64,ARS,2023-06-27,Cobrado,Caja Operativa,Operaciones
2023-06-07,2023,Ingreso,Venta Exportación,Fischer Import GmbH,836854.22,ARS,2023-07-09,Cobrado,Banco BBVA,Operaciones
2023-06-07,2023,Ingreso,Venta Exportación,Fischer Import GmbH,1596344.85,ARS,2023-07-01,Cobrado,Banco Nación,Operaciones
2023-06-07,2023,Ingreso,Venta Exportación,Fischer Import GmbH,2438271.29,ARS,2023-07-09,Cobrado,Banco Galicia,Operaciones
2023-06-07,2023,Ingreso,Venta Exportación,Fischer Import GmbH,2276677.26,ARS,2023-07-17,Cobrado,Banco Nación,Operaciones
2023-06-07,2023,Ingreso,Venta Exportación,Fischer Import GmbH,294316.85,ARS,2023-07-05,Cobrado,Banco Nación,Operaciones
2023-06-07,2023,Ingreso,Venta Exportación,Medifresh SA,1376830.93,ARS,2023-07-07,Cobrado,Banco BBVA,Operaciones
2023-06-07,2023,Ingreso,Venta Exportación,Medifresh SA,513093.23,ARS,2023-07-09,Cobrado,Banco BBVA,Operaciones
2023-06-07,2023,Ingreso,Venta Exportación,Medifresh SA,1159521.45,ARS,2023-07-11,Pendiente,Caja Operativa,Operaciones
2023-06-07,2023,Ingreso,Venta Exportación,Medifresh SA,1783841.05,ARS,2023-07-01,Cobrado,Caja Operativa,Operaciones
2023-06-07,2023,Ingreso,Venta Exportación,Medifresh SA,1411121.83,ARS,2023-06-30,Cobrado,Caja Operativa,Operaciones
2023-06-07,2023,Ingreso,Venta Industria,Citromax SA,101961.07,ARS,2023-07-04,Pendiente,Caja Operativa,Operaciones
2023-06-07,2023,Ingreso,Venta Industria,Citromax SA,154348.04,ARS,2023-07-17,Cobrado,Caja Operativa,Operaciones
2023-06-07,2023,Ingreso,Venta Industria,Citromax SA,94325.72,ARS,2023-06-30,Cobrado,Banco Galicia,Operaciones
2023-06-07,2023,Ingreso,Venta Industria,Citromax SA,177877.11,ARS,2023-07-06,Cobrado,Banco Galicia,Operaciones
2023-06-07,2023,Ingreso,Venta Industria,Citromax SA,123839.52,ARS,2023-07-06,Cobrado,Banco BBVA,Operaciones
2023-06-07,2023,Ingreso,Venta Industria,Citromax SA,119334.02,ARS,2023-07-01,Pendiente,Banco Nación,Operaciones
2023-06-07,2023,Ingreso,Venta Industria,Citromax SA,143204.38,ARS,2023-06-27,Vencido,Caja Operativa,Operaciones
2023-06-07,2023,Ingreso,Venta Industria,Citromax SA,164138.35,ARS,2023-07-14,Cobrado,Banco Galicia,Operaciones
2023-06-07,2023,Ingreso,Venta Industria,Frutales Tucumán SRL,64484.93,ARS,2023-07-10,Pendiente,Banco Galicia,Operaciones
2023-06-07,2023,Ingreso,Venta Industria,Frutales Tucumán SRL,132455.08,ARS,2023-07-06,Cobrado,Banco Nación,Operaciones
2023-06-07,2023,Ingreso,Venta Industria,Frutales Tucumán SRL,86549.56,ARS,2023-07-08,Cobrado,Banco Galicia,Operaciones
2023-06-07,2023,Ingreso,Venta Industria,Frutales Tucumán SRL,102654.33,ARS,2023-07-15,Pendiente,Banco BBVA,Operaciones
2023-06-07,2023,Ingreso,Venta Industria,Frutales Tucumán SRL,74287.05,ARS,2023-07-15,Cobrado,Banco BBVA,Operaciones
2023-06-07,2023,Ingreso,Venta Industria,Frutales Tucumán SRL,225560.18,ARS,2023-07-07,Cobrado,Banco Galicia,Operaciones
2023-06-07,2023,Ingreso,Venta Industria,Frutales Tucumán SRL,142824.8,ARS,2023-06-30,Cobrado,Caja Operativa,Operaciones
2023-06-07,2023,Ingreso,Venta Industria,Frutales Tucumán SRL,115217.73,ARS,2023-06-27,Cobrado,Banco Galicia,Operaciones
2023-06-07,2023,Ingreso,Venta Industria,Frutales Tucumán SRL,79642.56,ARS,2023-07-10,Cobrado,Caja Operativa,Operaciones
2023-06-07,2023,Ingreso,Venta Mercado Interno,Central de Frutas SA,373285.53,ARS,2023-06-25,Cobrado,Caja Operativa,Operaciones
2023-06-07,2023,Ingreso,Venta Mercado Interno,Central de Frutas SA,887093.24,ARS,2023-06-22,Cobrado,Caja Operativa,Operaciones
2023-06-07,2023,Ingreso,Venta Mercado Interno,Central de Frutas SA,656889.79,ARS,2023-07-01,Cobrado,Banco Nación,Operaciones
2023-06-07,2023,Ingreso,Venta Mercado Interno,Frutales del Norte SRL,171436.65,ARS,2023-07-01,Cobrado,Caja Operativa,Operaciones
2023-06-07,2023,Ingreso,Venta Mercado Interno,Frutales del Norte SRL,448883.11,ARS,2023-06-20,Cobrado,Caja Operativa,Operaciones
2023-06-07,2023,Ingreso,Venta Mercado Interno,Frutales del Norte SRL,327979.39,ARS,2023-06-24,Cobrado,Banco Galicia,Operaciones
2023-06-07,2023,Ingreso,Venta Mercado Interno,Frutales del Norte SRL,259099.67,ARS,2023-06-26,Cobrado,Banco BBVA,Operaciones
2023-06-07,2023,Ingreso,Venta Mercado Interno,Frutales del Norte SRL,346674.98,ARS,2023-06-25,Cobrado,Caja Operativa,Operaciones
2023-06-07,2023,Ingreso,Venta Mercado Interno,La Morenita SA,1113467.03,ARS,2023-06-17,Cobrado,Banco Nación,Operaciones
2023-06-07,2023,Ingreso,Venta Mercado Interno,La Morenita SA,642561.23,ARS,2023-06-21,Cobrado,Banco Galicia,Operaciones
2023-06-07,2023,Ingreso,Venta Mercado Interno,La Morenita SA,673313.1,ARS,2023-06-19,Cobrado,Caja Operativa,Operaciones
2023-06-07,2023,Ingreso,Venta Mercado Interno,Supermercados Norte SA,481159.25,ARS,2023-06-21,Cobrado,Banco Galicia,Operaciones
2023-06-07,2023,Ingreso,Venta Mercado Interno,Supermercados Norte SA,365790.53,ARS,2023-06-18,Pendiente,Banco Nación,Operaciones
2023-06-07,2023,Ingreso,Venta Mercado Interno,Supermercados Norte SA,743246.84,ARS,2023-07-01,Pendiente,Caja Operativa,Operaciones
2023-06-07,2023,Ingreso,Venta Mercado Interno,Supermercados Norte SA,349641.59,ARS,2023-06-17,Cobrado,Banco Nación,Operaciones
2023-06-07,2023,Ingreso,Venta Mercado Interno,Supermercados Norte SA,544995.6,ARS,2023-06-23,Cobrado,Banco BBVA,Operaciones
2023-06-07,2023,Ingreso,Venta Mercado Interno,Supermercados Norte SA,363620.23,ARS,2023-06-25,Cobrado,Banco Galicia,Operaciones
2023-06-14,2023,Egreso,Certificaciones,Broker Comercial Citrus,388156.28,ARS,2023-06-27,Pagado,Banco Nación,Operaciones
2023-06-14,2023,Egreso,Comisiones,Broker Comercial Citrus,105110.25,ARS,2023-06-29,Pagado,Banco Galicia,Operaciones
2023-06-14,2023,Egreso,Control de calidad,Envases del Tucumán,2287763.74,ARS,2023-06-29,Pagado,Banco Galicia,Operaciones
2023-06-14,2023,Egreso,Despacho aduana,Transportes del Norte SA,4467223.1,ARS,2023-06-23,Vencido,Banco BBVA,Operaciones
2023-06-14,2023,Egreso,Energía,TecnoPacking SRL,2503643.69,ARS,2023-06-25,Pendiente,Banco BBVA,Operaciones
2023-06-14,2023,Egreso,Envases y embalajes,Energía Tucumán SA,2309037.43,ARS,2023-06-24,Pagado,Banco Galicia,Operaciones
2023-06-14,2023,Egreso,Fitosanitarios,Cooperativa Citrícola,2977021.03,ARS,2023-06-29,Pagado,Caja Operativa,Operaciones
2023-06-14,2023,Egreso,Flete exportación,Transportes del Norte SA,4061512.68,ARS,2023-06-26,Pagado,Caja Operativa,Operaciones
2023-06-14,2023,Egreso,Flete interno,Transportes del Norte SA,6493847.53,ARS,2023-06-29,Pagado,Banco BBVA,Operaciones
2023-06-14,2023,Egreso,Frigorífico,Despachos del NOA,1526877.26,ARS,2023-06-27,Pagado,Banco Galicia,Operaciones
2023-06-14,2023,Egreso,Gastos generales,DGR Tucumán,326216.18,ARS,2023-06-24,Pagado,Banco Galicia,Operaciones
2023-06-14,2023,Egreso,Honorarios,AFIP,1337143.26,ARS,2023-06-28,Pendiente,Banco Nación,Impuestos
2023-06-14,2023,Egreso,Impuestos,Contaduría Castillo,436490.93,ARS,2023-06-24,Pagado,Banco Nación,Operaciones
2023-06-14,2023,Egreso,Insumos agrícolas,Cooperativa Citrícola,2460119.33,ARS,2023-06-27,Pendiente,Banco Nación,Operaciones
