fecha,campaña,finca,lote,centro_costo,tipo_costo,canal,importe,moneda
2023-07-05,2023,San Cayetano,SC-02,Empaque,Energía,Programa Retail UE,93514.71,ARS
2023-07-05,2023,San Cayetano,SC-02,Empaque,Envases y embalajes,Retail Nacional,35623.92,ARS
2023-07-05,2023,San Cayetano,SC-02,Empaque,Mano de obra empaque,Trader Golfo,177075.81,ARS
2023-07-05,2023,San Cayetano,SC-02,Logística,Flete interno,Exportación Directa,831464.58,ARS
2023-07-05,2023,San Cayetano,SC-02,Comercial,Certificaciones,Exportación Directa,75159.77,ARS
2023-07-05,2023,San Cayetano,SC-02,Logística,Flete interno,Mercado Industrial,67165.13,ARS
2023-07-05,2023,San Cayetano,SC-02,Comercial,Promoción comercial,Mercado Industrial,1549.99,ARS
2023-07-05,2023,San Cayetano,SC-02,Logística,Flete interno,Mercado Central,178650.89,ARS
2023-07-05,2023,San Cayetano,SC-02,Comercial,Certificaciones,Mercado Central,11862.5,ARS
2023-07-05,2023,San Cayetano,SC-02,Administración,Sueldos administración,General,145589.42,ARS
2023-07-05,2023,San Cayetano,SC-02,Administración,Seguros,Contrato Industria,6351.84,ARS
2023-07-05,2023,San Cayetano,SC-02,Administración,Impuestos,Distribuidor Regional,4891.57,ARS
2023-07-05,2023,San Cayetano,SC-02,Administración,Sueldos administración,Exportación Directa,9496.27,ARS
2023-07-05,2023,San Cayetano,SC-02,Administración,Sueldos administración,Mercado Central,5123.07,ARS
2023-07-05,2023,San Cayetano,SC-02,Administración,Impuestos,Mercado Industrial,6117.88,ARS
2023-07-05,2023,San Cayetano,SC-02,Administración,Seguros,Programa Retail UE,9730.65,ARS
2023-07-05,2023,San Cayetano,SC-02,Administración,Gastos generales,Retail Nacional,3706.84,ARS
2023-07-05,2023,San Cayetano,SC-02,Administración,Gastos generales,Trader Golfo,18425.57,ARS
2023-07-05,2023,San Cayetano,SC-03,Campo,Riego,General,371217.82,ARS
2023-07-05,2023,San Cayetano,SC-03,Campo,Mano de obra cosecha,Contrato Industria,66374.42,ARS
2023-07-05,2023,San Cayetano,SC-03,Campo,Riego,Distribuidor Regional,37175.41,ARS
2023-07-05,2023,San Cayetano,SC-03,Campo,Riego,Exportación Directa,75958.15,ARS
2023-07-05,2023,San Cayetano,SC-03,Campo,Maquinaria,Mercado Central,51155.2,ARS
2023-07-05,2023,San Cayetano,SC-03,Campo,Fitosanitarios,Mercado Industrial,85514.51,ARS
2023-07-05,2023,San Cayetano,SC-03,Campo,Mano de obra cosecha,Programa Retail UE,149102.39,ARS
2023-07-05,2023,San Cayetano,SC-03,Campo,Mano de obra cosecha,Retail Nacional,49451.52,ARS
2023-07-05,2023,San Cayetano,SC-03,Campo,Maquinaria,Trader Golfo,115946.38,ARS
2023-07-05,2023,San Cayetano,SC-03,Empaque,Control de calidad,General,134981.39,ARS
2023-07-05,2023,San Cayetano,SC-03,Empaque,Energía,Contrato Industria,48353.16,ARS
2023-07-05,2023,San Cayetano,SC-03,Empaque,Mano de obra empaque,Distribuidor Regional,27081.95,ARS
2023-07-05,2023,San Cayetano,SC-03,Empaque,Mano de obra empaque,Exportación Directa,55334.82,ARS
2023-07-05,2023,San Cayetano,SC-03,Empaque,Energía,Mercado Central,37266.1,ARS
2023-07-05,2023,San Cayetano,SC-03,Empaque,Envases y embalajes,Mercado Industrial,62296.54,ARS
2023-07-05,2023,San Cayetano,SC-03,Empaque,Envases y embalajes,Programa Retail UE,108619.74,ARS
2023-07-05,2023,San Cayetano,SC-03,Empaque,Mano de obra empaque,Retail Nacional,36024.98,ARS
2023-07-05,2023,San Cayetano,SC-03,Empaque,Control de calidad,Trader Golfo,84465.89,ARS
2023-07-05,2023,San Cayetano,SC-03,Logística,Flete interno,Programa Retail UE,587140.88,ARS
2023-07-05,2023,San Cayetano,SC-03,Comercial,Promoción comercial,Programa Retail UE,63980.16,ARS
2023-07-05,2023,San Cayetano,SC-03,Logística,Flete interno,Mercado Industrial,55642.09,ARS
2023-07-05,2023,San Cayetano,SC-03,Comercial,Certificaciones,Mercado Industrial,1466.6,ARS
2023-07-05,2023,San Cayetano,SC-03,Logística,Frigorífico,Mercado Central,94908.09,ARS
2023-07-05,2023,San Cayetano,SC-03,Comercial,Comisiones,Mercado Central,8382.6,ARS
2023-07-05,2023,San Cayetano,SC-03,Administración,Gastos generales,General,161215.22,ARS
2023-07-05,2023,San Cayetano,SC-03,Administración,Gastos generales,Contrato Industria,6066.23,ARS
2023-07-05,2023,San Cayetano,SC-03,Administración,Sueldos administración,Distribuidor Regional,3397.61,ARS
2023-07-05,2023,San Cayetano,SC-03,Administración,Sueldos administración,Exportación Directa,6942.13,ARS
2023-07-05,2023,San Cayetano,SC-03,Administración,Gastos generales,Mercado Central,4675.28,ARS
2023-07-05,2023,San Cayetano,SC-03,Administración,Seguros,Mercado Industrial,7815.52,ARS
2023-07-05,2023,San Cayetano,SC-03,Administración,Honorarios,Programa Retail UE,13627.08,ARS
2023-07-05,2023,San Cayetano,SC-03,Administración,Seguros,Retail Nacional,4519.58,ARS
2023-07-05,2023,San Cayetano,SC-03,Administración,Seguros,Trader Golfo,10596.82,ARS
2023-07-12,2023,El Paraíso,EP-01,Campo,Insumos agrícolas,General,322860.84,ARS
2023-07-12,2023,El Paraíso,EP-01,Campo,Maquinaria,Contrato Industria,28702.23,ARS
2023-07-12,2023,El Paraíso,EP-01,Campo,Riego,Distribuidor Regional,34642.8,ARS
2023-07-12,2023,El Paraíso,EP-01,Campo,Mano de obra cosecha,Exportación Directa,91235.05,ARS
2023-07-12,2023,El Paraíso,EP-01,Campo,Riego,Mercado Central,36033.36,ARS
2023-07-12,2023,El Paraíso,EP-01,Campo,Mano de obra cosecha,Mercado Industrial,27917.0,ARS
2023-07-12,2023,El Paraíso,EP-01,Campo,Fitosanitarios,Programa Retail UE,86827.91,ARS
2023-07-12,2023,El Paraíso,EP-01,Campo,Maquinaria,Retail Nacional,23452.72,ARS
2023-07-12,2023,El Paraíso,EP-01,Campo,Maquinaria,Trader Golfo,75936.79,ARS
2023-07-12,2023,El Paraíso,EP-01,Empaque,Envases y embalajes,General,214583.38,ARS
2023-07-12,2023,El Paraíso,EP-01,Empaque,Mano de obra empaque,Contrato Industria,42045.47,ARS
2023-07-12,2023,El Paraíso,EP-01,Empaque,Mantenimiento líneas,Distribuidor Regional,50747.72,ARS
2023-07-12,2023,El Paraíso,EP-01,Empaque,Control de calidad,Exportación Directa,133648.85,ARS
2023-07-12,2023,El Paraíso,EP-01,Empaque,Envases y embalajes,Mercado Central,52784.72,ARS
2023-07-12,2023,El Paraíso,EP-01,Empaque,Mano de obra empaque,Mercado Industrial,40895.2,ARS
2023-07-12,2023,El Paraíso,EP-01,Empaque,Energía,Programa Retail UE,127192.9,ARS
2023-07-12,2023,El Paraíso,EP-01,Empaque,Control de calidad,Retail Nacional,34355.53,ARS
2023-07-12,2023,El Paraíso,EP-01,Empaque,Mano de obra empaque,Trader Golfo,111238.66,ARS
2023-07-12,2023,El Paraíso,EP-01,Logística,Frigorífico,Trader Golfo,697269.9,ARS
2023-07-12,2023,El Paraíso,EP-01,Comercial,Comisiones,Trader Golfo,76644.1,ARS
2023-07-12,2023,El Paraíso,EP-01,Logística,Frigorífico,Mercado Industrial,42185.3,ARS
2023-07-12,2023,El Paraíso,EP-01,Comercial,Comisiones,Mercado Industrial,1150.79,ARS
2023-07-12,2023,El Paraíso,EP-01,Logística,Frigorífico,Distribuidor Regional,103969.41,ARS
2023-07-12,2023,El Paraíso,EP-01,Comercial,Certificaciones,Distribuidor Regional,13955.01,ARS
2023-07-12,2023,El Paraíso,EP-01,Administración,Gastos generales,General,101936.26,ARS
2023-07-12,2023,El Paraíso,EP-01,Administración,Seguros,Contrato Industria,3688.91,ARS
2023-07-12,2023,El Paraíso,EP-01,Administración,Seguros,Distribuidor Regional,4452.42,ARS
2023-07-12,2023,El Paraíso,EP-01,Administración,Seguros,Exportación Directa,11725.86,ARS
2023-07-12,2023,El Paraíso,EP-01,Administración,Sueldos administración,Mercado Central,4631.14,ARS
2023-07-12,2023,El Paraíso,EP-01,Administración,Honorarios,Mercado Industrial,3587.99,ARS
2023-07-12,2023,El Paraíso,EP-01,Administración,Gastos generales,Programa Retail UE,11159.44,ARS
2023-07-12,2023,El Paraíso,EP-01,Administración,Impuestos,Retail Nacional,3014.23,ARS
2023-07-12,2023,El Paraíso,EP-01,Administración,Gastos generales,Trader Golfo,9759.67,ARS
2023-07-12,2023,El Paraíso,EP-02,Campo,Maquinaria,General,422700.59,ARS
2023-07-12,2023,El Paraíso,EP-02,Campo,Riego,Contrato Industria,35697.91,ARS
2023-07-12,2023,El Paraíso,EP-02,Campo,Mano de obra cosecha,Distribuidor Regional,49799.39,ARS
2023-07-12,2023,El Paraíso,EP-02,Campo,Maquinaria,Exportación Directa,157266.81,ARS
2023-07-12,2023,El Paraíso,EP-02,Campo,Maquinaria,Mercado Central,22645.65,ARS
2023-07-12,2023,El Paraíso,EP-02,Campo,Riego,Mercado Industrial,45487.5,ARS
2023-07-12,2023,El Paraíso,EP-02,Campo,Insumos agrícolas,Programa Retail UE,106143.4,ARS
2023-07-12,2023,El Paraíso,EP-02,Campo,Riego,Retail Nacional,37970.7,ARS
2023-07-12,2023,El Paraíso,EP-02,Campo,Fitosanitarios,Trader Golfo,66631.14,ARS
2023-07-12,2023,El Paraíso,EP-02,Empaque,Mano de obra empaque,General,152452.21,ARS
2023-07-12,2023,El Paraíso,EP-02,Empaque,Control de calidad,Contrato Industria,39152.06,ARS
2023-07-12,2023,El Paraíso,EP-02,Empaque,Envases y embalajes,Distribuidor Regional,54618.01,ARS
2023-07-12,2023,El Paraíso,EP-02,Empaque,Mano de obra empaque,Exportación Directa,172484.04,ARS
2023-07-12,2023,El Paraíso,EP-02,Empaque,Energía,Mercado Central,24836.85,ARS
2023-07-12,2023,El Paraíso,EP-02,Empaque,Energía,Mercado Industrial,49888.9,ARS
2023-07-12,2023,El Paraíso,EP-02,Empaque,Control de calidad,Programa Retail UE,116413.9,ARS
2023-07-12,2023,El Paraíso,EP-02,Empaque,Energía,Retail Nacional,41644.77,ARS
2023-07-12,2023,El Paraíso,EP-02,Empaque,Mantenimiento líneas,Trader Golfo,73078.41,ARS
2023-07-12,2023,El Paraíso,EP-02,Logística,Flete interno,Trader Golfo,554863.65,ARS
2023-07-12,2023,El Paraíso,EP-02,Comercial,Certificaciones,Trader Golfo,68512.94,ARS
2023-07-12,2023,El Paraíso,EP-02,Logística,Flete interno,Exportación Directa,440320.25,ARS
2023-07-12,2023,El Paraíso,EP-02,Comercial,Comisiones,Exportación Directa,55902.07,ARS
2023-07-12,2023,El Paraíso,EP-02,Logística,Flete exportación,Contrato Industria,42084.95,ARS
2023-07-12,2023,El Paraíso,EP-02,Comercial,Promoción comercial,Contrato Industria,1774.96,ARS
2023-07-12,2023,El Paraíso,EP-02,Logística,Frigorífico,Mercado Central,87530.79,ARS
2023-07-12,2023,El Paraíso,EP-02,Comercial,Certificaciones,Mercado Central,4486.98,ARS
2023-07-12,2023,El Paraíso,EP-02,Administración,Seguros,General,134569.37,ARS
2023-07-12,2023,El Paraíso,EP-02,Administración,Sueldos administración,Contrato Industria,2781.31,ARS
2023-07-12,2023,El Paraíso,EP-02,Administración,Impuestos,Distribuidor Regional,3879.99,ARS
2023-07-12,2023,El Paraíso,EP-02,Administración,Honorarios,Exportación Directa,12253.04,ARS
2023-07-12,2023,El Paraíso,EP-02,Administración,Impuestos,Mercado Central,1764.38,ARS
2023-07-12,2023,El Paraíso,EP-02,Administración,Honorarios,Mercado Industrial,3544.04,ARS
2023-07-12,2023,El Paraíso,EP-02,Administración,Sueldos administración,Programa Retail UE,8269.89,ARS
2023-07-12,2023,El Paraíso,EP-02,Administración,Sueldos administración,Retail Nacional,2958.39,ARS
2023-07-12,2023,El Paraíso,EP-02,Administración,Honorarios,Trader Golfo,5191.39,ARS
2023-07-12,2023,El Paraíso,EP-03,Campo,Fitosanitarios,General,313890.84,ARS
2023-07-12,2023,El Paraíso,EP-03,Campo,Fitosanitarios,Contrato Industria,30739.9,ARS
2023-07-12,2023,El Paraíso,EP-03,Campo,Maquinaria,Distribuidor Regional,24189.21,ARS
2023-07-12,2023,El Paraíso,EP-03,Campo,Insumos agrícolas,Exportación Directa,62317.99,ARS
2023-07-12,2023,El Paraíso,EP-03,Campo,Maquinaria,Mercado Central,37108.17,ARS
2023-07-12,2023,El Paraíso,EP-03,Campo,Fitosanitarios,Mercado Industrial,31131.7,ARS
2023-07-12,2023,El Paraíso,EP-03,Campo,Insumos agrícolas,Programa Retail UE,113705.71,ARS
2023-07-12,2023,El Paraíso,EP-03,Campo,Mano de obra cosecha,Retail Nacional,24492.56,ARS
2023-07-12,2023,El Paraíso,EP-03,Campo,Insumos agrícolas,Trader Golfo,53988.65,ARS
2023-07-12,2023,El Paraíso,EP-03,Empaque,Envases y embalajes,General,122097.31,ARS
2023-07-12,2023,El Paraíso,EP-03,Empaque,Control de calidad,Contrato Industria,38413.36,ARS
2023-07-12,2023,El Paraíso,EP-03,Empaque,Energía,Distribuidor Regional,30227.45,ARS
2023-07-12,2023,El Paraíso,EP-03,Empaque,Mantenimiento líneas,Exportación Directa,77874.14,ARS
2023-07-12,2023,El Paraíso,EP-03,Empaque,Mantenimiento líneas,Mercado Central,46371.32,ARS
2023-07-12,2023,El Paraíso,EP-03,Empaque,Control de calidad,Mercado Industrial,38902.96,ARS
2023-07-12,2023,El Paraíso,EP-03,Empaque,Mantenimiento líneas,Programa Retail UE,142089.55,ARS
2023-07-12,2023,El Paraíso,EP-03,Empaque,Envases y embalajes,Retail Nacional,30606.52,ARS
2023-07-12,2023,El Paraíso,EP-03,Empaque,Control de calidad,Trader Golfo,67465.59,ARS
2023-07-12,2023,El Paraíso,EP-03,Logística,Despacho aduana,Exportación Directa,741657.37,ARS
2023-07-12,2023,El Paraíso,EP-03,Comercial,Comisiones,Exportación Directa,72528.1,ARS
2023-07-12,2023,El Paraíso,EP-03,Logística,Frigorífico,Mercado Industrial,35913.44,ARS
2023-07-12,2023,El Paraíso,EP-03,Comercial,Certificaciones,Mercado Industrial,910.56,ARS
2023-07-12,2023,El Paraíso,EP-03,Logística,Flete interno,Mercado Central,86137.23,ARS
2023-07-12,2023,El Paraíso,EP-03,Comercial,Certificaciones,Mercado Central,5957.59,ARS
2023-07-12,2023,El Paraíso,EP-03,Administración,Seguros,General,108432.79,ARS
2023-07-12,2023,El Paraíso,EP-03,Administración,Honorarios,Contrato Industria,2847.63,ARS
2023-07-12,2023,El Paraíso,EP-03,Administración,Impuestos,Distribuidor Regional,2240.8,ARS
2023-07-12,2023,El Paraíso,EP-03,Administración,Seguros,Exportación Directa,5772.9,ARS
2023-07-12,2023,El Paraíso,EP-03,Administración,Gastos generales,Mercado Central,3437.56,ARS
2023-07-12,2023,El Paraíso,EP-03,Administración,Seguros,Mercado Industrial,2883.92,ARS
2023-07-12,2023,El Paraíso,EP-03,Administración,Impuestos,Programa Retail UE,10533.26,ARS
2023-07-12,2023,El Paraíso,EP-03,Administración,Gastos generales,Retail Nacional,2268.9,ARS
2023-07-12,2023,El Paraíso,EP-03,Administración,Seguros,Trader Golfo,5001.3,ARS
2023-07-12,2023,El Paraíso,EP-04,Campo,Maquinaria,General,222919.89,ARS
2023-07-12,2023,El Paraíso,EP-04,Campo,Fitosanitarios,Contrato Industria,28416.41,ARS
2023-07-12,2023,El Paraíso,EP-04,Campo,Fitosanitarios,Distribuidor Regional,28129.36,ARS
2023-07-12,2023,El Paraíso,EP-04,Campo,Mano de obra cosecha,Exportación Directa,32597.9,ARS
2023-07-12,2023,El Paraíso,EP-04,Campo,Mano de obra cosecha,Mercado Central,22485.87,ARS
2023-07-12,2023,El Paraíso,EP-04,Campo,Mano de obra cosecha,Mercado Industrial,35023.28,ARS
2023-07-12,2023,El Paraíso,EP-04,Campo,Insumos agrícolas,Programa Retail UE,80779.89,ARS
2023-07-12,2023,El Paraíso,EP-04,Campo,Riego,Retail Nacional,13654.94,ARS
2023-07-12,2023,El Paraíso,EP-04,Campo,Fitosanitarios,Trader Golfo,53470.0,ARS
2023-07-12,2023,El Paraíso,EP-04,Empaque,Control de calidad,General,86089.21,ARS
2023-07-12,2023,El Paraíso,EP-04,Empaque,Envases y embalajes,Contrato Industria,33739.27,ARS
2023-07-12,2023,El Paraíso,EP-04,Empaque,Energía,Distribuidor Regional,33398.45,ARS
2023-07-12,2023,El Paraíso,EP-04,Empaque,Energía,Exportación Directa,38704.04,ARS
2023-07-12,2023,El Paraíso,EP-04,Empaque,Energía,Mercado Central,26697.85,ARS
2023-07-12,2023,El Paraíso,EP-04,Empaque,Envases y embalajes,Mercado Industrial,41583.73,ARS
2023-07-12,2023,El Paraíso,EP-04,Empaque,Control de calidad,Programa Retail UE,95911.31,ARS
2023-07-12,2023,El Paraíso,EP-04,Empaque,Mano de obra empaque,Retail Nacional,16212.74,ARS
2023-07-12,2023,El Paraíso,EP-04,Empaque,Energía,Trader Golfo,63485.82,ARS
2023-07-12,2023,El Paraíso,EP-04,Logística,Frigorífico,Trader Golfo,350089.87,ARS
2023-07-12,2023,El Paraíso,EP-04,Comercial,Promoción comercial,Trader Golfo,35731.08,ARS
2023-07-12,2023,El Paraíso,EP-04,Logística,Frigorífico,Mercado Industrial,26949.05,ARS
2023-07-12,2023,El Paraíso,EP-04,Comercial,Certificaciones,Mercado Industrial,1334.83,ARS
2023-07-12,2023,El Paraíso,EP-04,Logística,Frigorífico,Distribuidor Regional,85739.46,ARS
2023-07-12,2023,El Paraíso,EP-04,Comercial,Comisiones,Distribuidor Regional,7773.26,ARS
2023-07-12,2023,El Paraíso,EP-04,Administración,Sueldos administración,General,96114.01,ARS
2023-07-12,2023,El Paraíso,EP-04,Administración,Gastos generales,Contrato Industria,4767.16,ARS
2023-07-12,2023,El Paraíso,EP-04,Administración,Sueldos administración,Distribuidor Regional,4719.01,ARS
2023-07-12,2023,El Paraíso,EP-04,Administración,Sueldos administración,Exportación Directa,5468.65,ARS
2023-07-12,2023,El Paraíso,EP-04,Administración,Gastos generales,Mercado Central,3772.25,ARS
2023-07-12,2023,El Paraíso,EP-04,Administración,Gastos generales,Mercado Industrial,5875.54,ARS
2023-07-12,2023,El Paraíso,EP-04,Administración,Seguros,Programa Retail UE,13551.71,ARS
2023-07-12,2023,El Paraíso,EP-04,Administración,Impuestos,Retail Nacional,2290.77,ARS
2023-07-12,2023,El Paraíso,EP-04,Administración,Gastos generales,Trader Golfo,8970.18,ARS
2023-07-12,2023,La Esperanza,LE-01,Campo,Mano de obra cosecha,General,461515.56,ARS
2023-07-12,2023,La Esperanza,LE-01,Campo,Insumos agrícolas,Contrato Industria,44182.7,ARS
2023-07-12,2023,La Esperanza,LE-01,Campo,Maquinaria,Distribuidor Regional,38461.01,ARS
2023-07-12,2023,La Esperanza,LE-01,Campo,Fitosanitarios,Exportación Directa,178283.69,ARS
2023-07-12,2023,La Esperanza,LE-01,Campo,Insumos agrícolas,Mercado Central,72683.97,ARS
2023-07-12,2023,La Esperanza,LE-01,Campo,Insumos agrícolas,Mercado Industrial,69938.51,ARS
2023-07-12,2023,La Esperanza,LE-01,Campo,Riego,Programa Retail UE,97218.17,ARS
2023-07-12,2023,La Esperanza,LE-01,Campo,Insumos agrícolas,Retail Nacional,62743.59,ARS
2023-07-12,2023,La Esperanza,LE-01,Campo,Riego,Trader Golfo,201690.82,ARS
2023-07-12,2023,La Esperanza,LE-01,Empaque,Mano de obra empaque,General,201036.75,ARS
2023-07-12,2023,La Esperanza,LE-01,Empaque,Control de calidad,Contrato Industria,41281.01,ARS
2023-07-12,2023,La Esperanza,LE-01,Empaque,Envases y embalajes,Distribuidor Regional,35935.09,ARS
2023-07-12,2023,La Esperanza,LE-01,Empaque,Mantenimiento líneas,Exportación Directa,166574.94,ARS
2023-07-12,2023,La Esperanza,LE-01,Empaque,Envases y embalajes,Mercado Central,67910.47,ARS
2023-07-12,2023,La Esperanza,LE-01,Empaque,Envases y embalajes,Mercado Industrial,65345.31,ARS
2023-07-12,2023,La Esperanza,LE-01,Empaque,Control de calidad,Programa Retail UE,90833.39,ARS
2023-07-12,2023,La Esperanza,LE-01,Empaque,Envases y embalajes,Retail Nacional,58622.92,ARS
2023-07-12,2023,La Esperanza,LE-01,Empaque,Mantenimiento líneas,Trader Golfo,188444.82,ARS
2023-07-12,2023,La Esperanza,LE-01,Logística,Despacho aduana,Trader Golfo,324468.27,ARS
2023-07-12,2023,La Esperanza,LE-01,Comercial,Viajes comerciales,Trader Golfo,32156.46,ARS
2023-07-12,2023,La Esperanza,LE-01,Logística,Frigorífico,Exportación Directa,767919.43,ARS
2023-07-12,2023,La Esperanza,LE-01,Comercial,Comisiones,Exportación Directa,75413.94,ARS
2023-07-12,2023,La Esperanza,LE-01,Logística,Frigorífico,Mercado Industrial,71455.99,ARS
2023-07-12,2023,La Esperanza,LE-01,Comercial,Promoción comercial,Mercado Industrial,1517.11,ARS
2023-07-12,2023,La Esperanza,LE-01,Logística,Frigorífico,Retail Nacional,170375.55,ARS
2023-07-12,2023,La Esperanza,LE-01,Comercial,Viajes comerciales,Retail Nacional,19460.88,ARS
2023-07-12,2023,La Esperanza,LE-01,Administración,Honorarios,General,163942.37,ARS
2023-07-12,2023,La Esperanza,LE-01,Administración,Honorarios,Contrato Industria,3601.98,ARS
2023-07-12,2023,La Esperanza,LE-01,Administración,Impuestos,Distribuidor Regional,3135.52,ARS
2023-07-12,2023,La Esperanza,LE-01,Administración,Seguros,Exportación Directa,14534.51,ARS
2023-07-12,2023,La Esperanza,LE-01,Administración,Impuestos,Mercado Central,5925.53,ARS
2023-07-12,2023,La Esperanza,LE-01,Administración,Sueldos administración,Mercado Industrial,5701.71,ARS
2023-07-12,2023,La Esperanza,LE-01,Administración,Gastos generales,Programa Retail UE,7925.67,ARS
2023-07-12,2023,La Esperanza,LE-01,Administración,Sueldos administración,Retail Nacional,5115.15,ARS
2023-07-12,2023,La Esperanza,LE-01,Administración,Seguros,Trader Golfo,16442.76,ARS
2023-07-12,2023,La Esperanza,LE-02,Campo,Maquinaria,General,442854.36,ARS
2023-07-12,2023,La Esperanza,LE-02,Campo,Riego,Contrato Industria,84102.86,ARS
2023-07-12,2023,La Esperanza,LE-02,Campo,Riego,Distribuidor Regional,51219.56,ARS
2023-07-12,2023,La Esperanza,LE-02,Campo,Maquinaria,Exportación Directa,131032.45,ARS
2023-07-12,2023,La Esperanza,LE-02,Campo,Riego,Mercado Central,72939.22,ARS
2023-07-12,2023,La Esperanza,LE-02,Campo,Insumos agrícolas,Mercado Industrial,49739.75,ARS
2023-07-12,2023,La Esperanza,LE-02,Campo,Fitosanitarios,Programa Retail UE,127004.81,ARS
2023-07-12,2023,La Esperanza,LE-02,Campo,Riego,Retail Nacional,52059.62,ARS
2023-07-12,2023,La Esperanza,LE-02,Campo,Maquinaria,Trader Golfo,235506.69,ARS
2023-07-12,2023,La Esperanza,LE-02,Empaque,Energía,General,213999.17,ARS
2023-07-12,2023,La Esperanza,LE-02,Empaque,Envases y embalajes,Contrato Industria,99378.32,ARS
2023-07-12,2023,La Esperanza,LE-02,Empaque,Control de calidad,Distribuidor Regional,60522.48,ARS
2023-07-12,2023,La Esperanza,LE-02,Empaque,Energía,Exportación Directa,154831.65,ARS
2023-07-12,2023,La Esperanza,LE-02,Empaque,Mano de obra empaque,Mercado Central,86187.04,ARS
2023-07-12,2023,La Esperanza,LE-02,Empaque,Control de calidad,Mercado Industrial,58773.89,ARS
2023-07-12,2023,La Esperanza,LE-02,Empaque,Energía,Programa Retail UE,150072.47,ARS
2023-07-12,2023,La Esperanza,LE-02,Empaque,Envases y embalajes,Retail Nacional,61515.12,ARS
2023-07-12,2023,La Esperanza,LE-02,Empaque,Energía,Trader Golfo,278281.36,ARS
2023-07-12,2023,La Esperanza,LE-02,Logística,Flete interno,Exportación Directa,1114871.14,ARS
2023-07-12,2023,La Esperanza,LE-02,Comercial,Promoción comercial,Exportación Directa,136259.4,ARS
2023-07-12,2023,La Esperanza,LE-02,Logística,Frigorífico,Exportación Directa,71113.04,ARS
2023-07-12,2023,La Esperanza,LE-02,Comercial,Promoción comercial,Exportación Directa,6679.97,ARS
2023-07-12,2023,La Esperanza,LE-02,Logística,Flete exportación,Contrato Industria,58114.86,ARS
2023-07-12,2023,La Esperanza,LE-02,Comercial,Certificaciones,Contrato Industria,1881.6,ARS
2023-07-12,2023,La Esperanza,LE-02,Logística,Frigorífico,Distribuidor Regional,167938.89,ARS
2023-07-12,2023,La Esperanza,LE-02,Comercial,Certificaciones,Distribuidor Regional,16101.1,ARS
2023-07-12,2023,La Esperanza,LE-02,Administración,Seguros,General,150417.31,ARS
2023-07-12,2023,La Esperanza,LE-02,Administración,Seguros,Contrato Industria,7357.39,ARS
2023-07-12,2023,La Esperanza,LE-02,Administración,Gastos generales,Distribuidor Regional,4480.73,ARS
2023-07-12,2023,La Esperanza,LE-02,Administración,Seguros,Exportación Directa,11462.83,ARS
2023-07-12,2023,La Esperanza,LE-02,Administración,Impuestos,Mercado Central,6380.78,ARS
2023-07-12,2023,La Esperanza,LE-02,Administración,Honorarios,Mercado Industrial,4351.28,ARS
2023-07-12,2023,La Esperanza,LE-02,Administración,Seguros,Programa Retail UE,11110.49,ARS
2023-07-12,2023,La Esperanza,LE-02,Administración,Gastos generales,Retail Nacional,4554.22,ARS
2023-07-12,2023,La Esperanza,LE-02,Administración,Seguros,Trader Golfo,20602.33,ARS
2023-07-12,2023,La Esperanza,LE-03,Campo,Riego,General,453835.05,ARS
2023-07-12,2023,La Esperanza,LE-03,Campo,Riego,Contrato Industria,95632.15,ARS
2023-07-12,2023,La Esperanza,LE-03,Campo,Insumos agrícolas,Distribuidor Regional,39635.7,ARS
2023-07-12,2023,La Esperanza,LE-03,Campo,Riego,Exportación Directa,148153.23,ARS
2023-07-12,2023,La Esperanza,LE-03,Campo,Insumos agrícolas,Mercado Central,54028.67,ARS
2023-07-12,2023,La Esperanza,LE-03,Campo,Riego,Mercado Industrial,26752.92,ARS
2023-07-12,2023,La Esperanza,LE-03,Campo,Maquinaria,Programa Retail UE,176628.61,ARS
2023-07-12,2023,La Esperanza,LE-03,Campo,Mano de obra cosecha,Retail Nacional,51652.03,ARS
2023-07-12,2023,La Esperanza,LE-03,Campo,Fitosanitarios,Trader Golfo,87452.21,ARS
2023-07-12,2023,La Esperanza,LE-03,Empaque,Energía,General,209136.81,ARS
2023-07-12,2023,La Esperanza,LE-03,Empaque,Mantenimiento líneas,Contrato Industria,112571.55,ARS
2023-07-12,2023,La Esperanza,LE-03,Empaque,Mantenimiento líneas,Distribuidor Regional,46656.4,ARS
2023-07-12,2023,La Esperanza,LE-03,Empaque,Control de calidad,Exportación Directa,174395.74,ARS
2023-07-12,2023,La Esperanza,LE-03,Empaque,Control de calidad,Mercado Central,63598.81,ARS
2023-07-12,2023,La Esperanza,LE-03,Empaque,Mano de obra empaque,Mercado Industrial,31491.69,ARS
2023-07-12,2023,La Esperanza,LE-03,Empaque,Energía,Programa Retail UE,207914.98,ARS
2023-07-12,2023,La Esperanza,LE-03,Empaque,Energía,Retail Nacional,60801.19,ARS
2023-07-12,2023,La Esperanza,LE-03,Empaque,Control de calidad,Trader Golfo,102942.69,ARS
2023-07-12,2023,La Esperanza,LE-03,Logística,Flete interno,Programa Retail UE,146524.89,ARS
2023-07-12,2023,La Esperanza,LE-03,Comercial,Certificaciones,Programa Retail UE,19419.2,ARS
2023-07-12,2023,La Esperanza,LE-03,Logística,Despacho aduana,Exportación Directa,752179.03,ARS
2023-07-12,2023,La Esperanza,LE-03,Comercial,Certificaciones,Exportación Directa,86157.34,ARS
