fecha,campaña,finca,lote,variedad,kg_ingresados,kg_exportables,kg_industria,kg_descarte,calibre,calidad,turno,linea,cajas_producidas,horas_operativas,costo_empaque,rendimiento_exportable_pct
2023-04-05,2023,La Esperanza,LE-01,Eureka,39359.0,28700.0,5751.0,4908.0,5,Primera,Tarde,Línea 1,1594.0,19.4,2623.1,72.9
2023-04-12,2023,La Esperanza,LE-01,Eureka,37949.0,29626.0,5793.0,2530.0,6,Primera,Mañana,Línea 2,1646.0,17.3,3029.8,78.1
2023-04-19,2023,La Esperanza,LE-01,Eureka,31587.0,23324.0,4235.0,4028.0,2,Primera,Mañana,Línea 1,1296.0,12.3,2206.4,73.8
2023-04-26,2023,La Esperanza,LE-01,Eureka,31274.0,24020.0,4618.0,2636.0,4,Primera,Mañana,Línea 2,1334.0,11.4,2385.11,76.8
2023-05-03,2023,La Esperanza,LE-01,Eureka,42647.0,32266.0,5826.0,4555.0,3,Extra,Mañana,Línea 2,1793.0,21.8,3273.74,75.7
2023-05-10,2023,La Esperanza,LE-01,Eureka,44337.0,34902.0,5982.0,3453.0,4,Extra,Mañana,Línea 2,1939.0,20.3,3058.58,78.7
2023-05-17,2023,La Esperanza,LE-01,Eureka,47421.0,36698.0,6352.0,4371.0,3,Extra,Tarde,Línea 3,2039.0,25.5,3623.99,77.4
2023-05-24,2023,La Esperanza,LE-01,Eureka,46122.0,35379.0,6809.0,3934.0,5,Extra,Mañana,Línea 3,1966.0,20.3,3649.35,76.7
2023-05-31,2023,La Esperanza,LE-01,Eureka,44155.0,34841.0,6120.0,3194.0,7,Extra,Mañana,Línea 3,1936.0,21.6,2705.75,78.9
2023-06-07,2023,La Esperanza,LE-01,Eureka,22311.0,16851.0,3428.0,2032.0,5,Primera,Noche,Línea 1,936.0,10.9,1770.72,75.5
2023-06-07,2023,La Esperanza,LE-01,Eureka,28669.0,23509.0,3415.0,1745.0,5,Primera,Noche,Línea 2,1306.0,16.3,1739.53,82.0
2023-06-14,2023,La Esperanza,LE-01,Eureka,44057.0,32905.0,5665.0,5487.0,6,Segunda,Mañana,Línea 3,1828.0,22.0,2992.68,74.7
2023-06-21,2023,La Esperanza,LE-01,Eureka,46294.0,35029.0,6755.0,4510.0,2,Segunda,Mañana,Línea 1,1946.0,19.1,2696.08,75.7
2023-06-28,2023,La Esperanza,LE-01,Eureka,47381.0,38852.0,5538.0,2991.0,5,Primera,Mañana,Línea 1,2158.0,19.8,3627.02,82.0
2023-07-05,2023,La Esperanza,LE-01,Eureka,45090.0,35639.0,5361.0,4090.0,3,Extra,Mañana,Línea 2,1980.0,25.2,3448.65,79.0
2023-07-12,2023,La Esperanza,LE-01,Eureka,45654.0,35955.0,5876.0,3823.0,5,Primera,Mañana,Línea 2,1998.0,21.5,2649.42,78.8
2023-07-12,2023,La Esperanza,LE-01,Eureka,3901.0,3199.0,508.0,194.0,5,Primera,Tarde,Línea 3,178.0,4.5,305.56,82.0
2023-07-19,2023,La Esperanza,LE-01,Eureka,41610.0,33361.0,5349.0,2900.0,3,Primera,Noche,Línea 3,1853.0,19.7,2715.88,80.2
2023-07-26,2023,La Esperanza,LE-01,Eureka,45878.0,36791.0,5508.0,3579.0,5,Segunda,Tarde,Línea 3,2044.0,21.0,3483.91,80.2
2023-08-02,2023,La Esperanza,LE-01,Eureka,37946.0,29766.0,4508.0,3672.0,3,Extra,Mañana,Línea 1,1654.0,17.9,2406.12,78.4
2023-08-09,2023,La Esperanza,LE-01,Eureka,31957.0,24680.0,4620.0,2657.0,2,Extra,Mañana,Línea 3,1371.0,12.5,2297.04,77.2
2023-08-16,2023,La Esperanza,LE-01,Eureka,38112.0,28147.0,6000.0,3965.0,6,Segunda,Tarde,Línea 2,1564.0,17.7,2526.24,73.9
2023-08-23,2023,La Esperanza,LE-01,Eureka,33317.0,27002.0,4206.0,2109.0,5,Primera,Noche,Línea 3,1500.0,13.2,2498.29,81.0
2023-08-30,2023,La Esperanza,LE-01,Eureka,32161.0,23920.0,5374.0,2867.0,4,Primera,Tarde,Línea 2,1329.0,13.4,2052.05,74.4
2023-09-06,2023,La Esperanza,LE-01,Eureka,28498.0,21234.0,3745.0,3519.0,5,Primera,Mañana,Línea 1,1180.0,13.3,2204.81,74.5
2023-09-13,2023,La Esperanza,LE-01,Eureka,28623.0,21035.0,3957.0,3631.0,7,Segunda,Tarde,Línea 1,1169.0,12.2,1803.83,73.5
2023-09-20,2023,La Esperanza,LE-01,Eureka,27448.0,20502.0,4585.0,2361.0,7,Primera,Mañana,Línea 1,1139.0,10.4,2154.42,74.7
2023-09-27,2023,La Esperanza,LE-01,Eureka,23686.0,17769.0,3248.0,2669.0,5,Extra,Tarde,Línea 2,987.0,10.3,1711.21,75.0
2023-10-04,2023,La Esperanza,LE-01,Eureka,10121.0,7361.0,1754.0,1006.0,6,Extra,Tarde,Línea 3,409.0,4.8,779.54,72.7
2023-10-11,2023,La Esperanza,LE-01,Eureka,12124.0,8725.0,2129.0,1270.0,6,Segunda,Tarde,Línea 2,485.0,4.5,750.23,72.0
2023-10-18,2023,La Esperanza,LE-01,Eureka,11290.0,8279.0,1604.0,1407.0,4,Primera,Noche,Línea 2,460.0,4.5,835.44,73.3
2023-10-25,2023,La Esperanza,LE-01,Eureka,10204.0,7335.0,1401.0,1468.0,4,Primera,Tarde,Línea 2,408.0,5.2,679.27,71.9
2023-11-01,2023,La Esperanza,LE-01,Eureka,4242.0,3135.0,660.0,447.0,6,Primera,Tarde,Línea 2,174.0,4.5,278.78,73.9
2023-11-08,2023,La Esperanza,LE-01,Eureka,3662.0,2549.0,532.0,581.0,3,Extra,Noche,Línea 3,142.0,4.5,270.62,69.6
2023-11-15,2023,La Esperanza,LE-01,Eureka,4765.0,3232.0,790.0,743.0,6,Extra,Noche,Línea 2,180.0,4.5,389.96,67.8
2023-11-22,2023,La Esperanza,LE-01,Eureka,3944.0,2628.0,725.0,591.0,4,Extra,Mañana,Línea 2,146.0,4.5,318.76,66.6
2023-11-29,2023,La Esperanza,LE-01,Eureka,4454.0,2939.0,833.0,682.0,5,Segunda,Mañana,Línea 3,163.0,4.5,318.63,66.0
2023-03-01,2023,La Esperanza,LE-02,Eureka,14889.0,9935.0,2829.0,2125.0,3,Primera,Noche,Línea 2,552.0,6.7,1044.36,66.7
2023-03-08,2023,La Esperanza,LE-02,Eureka,15562.0,10427.0,2394.0,2741.0,3,Segunda,Tarde,Línea 1,579.0,6.8,1226.32,67.0
2023-03-15,2023,La Esperanza,LE-02,Eureka,15378.0,9942.0,2816.0,2620.0,5,Primera,Mañana,Línea 2,552.0,5.6,1171.97,64.6
2023-03-22,2023,La Esperanza,LE-02,Eureka,14165.0,10405.0,2373.0,1387.0,3,Segunda,Noche,Línea 2,578.0,5.0,1125.0,73.5
2023-03-29,2023,La Esperanza,LE-02,Eureka,15489.0,10470.0,2458.0,2561.0,7,Primera,Mañana,Línea 3,582.0,5.7,967.56,67.6
2023-04-05,2023,La Esperanza,LE-02,Eureka,32049.0,20454.0,5476.0,6119.0,4,Segunda,Tarde,Línea 2,1136.0,14.1,1911.92,63.8
2023-04-12,2023,La Esperanza,LE-02,Eureka,33215.0,25132.0,5252.0,2831.0,7,Extra,Tarde,Línea 2,1396.0,15.3,2479.39,75.7
2023-04-19,2023,La Esperanza,LE-02,Eureka,31580.0,22604.0,4542.0,4434.0,3,Primera,Tarde,Línea 1,1256.0,11.1,2240.23,71.6
2023-04-26,2023,La Esperanza,LE-02,Eureka,34618.0,25695.0,4551.0,4372.0,6,Primera,Noche,Línea 2,1428.0,12.2,2195.72,74.2
2023-05-03,2023,La Esperanza,LE-02,Eureka,23877.0,16309.0,3541.0,4027.0,4,Primera,Mañana,Línea 1,906.0,8.5,1938.91,68.3
2023-05-03,2023,La Esperanza,LE-02,Eureka,24242.0,18847.0,3684.0,1711.0,3,Primera,Tarde,Línea 3,1047.0,11.0,1582.28,77.7
2023-05-10,2023,La Esperanza,LE-02,Eureka,46384.0,35600.0,7137.0,3647.0,4,Extra,Tarde,Línea 2,1978.0,23.2,3103.21,76.8
2023-05-17,2023,La Esperanza,LE-02,Eureka,32452.0,23757.0,5068.0,3627.0,4,Primera,Mañana,Línea 2,1320.0,12.6,1943.32,73.2
2023-05-17,2023,La Esperanza,LE-02,Eureka,22172.0,17351.0,3209.0,1612.0,6,Segunda,Mañana,Línea 2,964.0,11.4,1701.37,78.3
2023-05-24,2023,La Esperanza,LE-02,Eureka,47647.0,33700.0,8054.0,5893.0,3,Primera,Mañana,Línea 3,1872.0,17.3,2880.76,70.7
2023-05-31,2023,La Esperanza,LE-02,Eureka,46527.0,35678.0,6336.0,4513.0,4,Segunda,Tarde,Línea 3,1982.0,17.2,3622.6,76.7
2023-06-07,2023,La Esperanza,LE-02,Eureka,25753.0,19592.0,3928.0,2233.0,6,Primera,Mañana,Línea 1,1088.0,9.7,1663.07,76.1
2023-06-07,2023,La Esperanza,LE-02,Eureka,27068.0,20773.0,3493.0,2802.0,3,Segunda,Mañana,Línea 1,1154.0,12.6,1787.97,76.7
2023-06-14,2023,La Esperanza,LE-02,Eureka,46597.0,36413.0,6487.0,3697.0,6,Primera,Tarde,Línea 2,2023.0,17.5,3257.61,78.1
2023-06-21,2023,La Esperanza,LE-02,Eureka,41796.0,32536.0,6147.0,3113.0,2,Extra,Noche,Línea 1,1808.0,19.4,2449.44,77.8
2023-06-21,2023,La Esperanza,LE-02,Eureka,15046.0,11337.0,2032.0,1677.0,2,Primera,Mañana,Línea 3,630.0,5.9,1167.74,75.3
2023-06-28,2023,La Esperanza,LE-02,Eureka,45568.0,34922.0,5633.0,5013.0,5,Primera,Noche,Línea 3,1940.0,19.8,3428.67,76.6
2023-07-05,2023,La Esperanza,LE-02,Eureka,50730.0,35570.0,7493.0,7667.0,6,Primera,Mañana,Línea 3,1976.0,17.5,3133.82,70.1
2023-07-05,2023,La Esperanza,LE-02,Eureka,4551.0,3561.0,583.0,407.0,6,Primera,Tarde,Línea 3,198.0,4.5,337.43,78.2
2023-07-12,2023,La Esperanza,LE-02,Eureka,44368.0,34842.0,6733.0,2793.0,2,Primera,Noche,Línea 1,1936.0,24.7,3291.06,78.5
2023-07-12,2023,La Esperanza,LE-02,Eureka,7834.0,5966.0,1136.0,732.0,5,Primera,Mañana,Línea 3,331.0,4.5,512.05,76.2
2023-07-19,2023,La Esperanza,LE-02,Eureka,43974.0,34539.0,5789.0,3646.0,5,Extra,Mañana,Línea 2,1919.0,23.8,3377.65,78.5
2023-07-26,2023,La Esperanza,LE-02,Eureka,41203.0,30214.0,6575.0,4414.0,6,Extra,Noche,Línea 2,1679.0,18.4,2445.73,73.3
2023-08-02,2023,La Esperanza,LE-02,Eureka,42701.0,33122.0,6144.0,3435.0,4,Primera,Mañana,Línea 2,1840.0,21.4,2905.38,77.6
2023-08-09,2023,La Esperanza,LE-02,Eureka,41442.0,31896.0,5455.0,4091.0,4,Primera,Mañana,Línea 1,1772.0,19.9,2833.33,77.0
2023-08-16,2023,La Esperanza,LE-02,Eureka,41698.0,29514.0,7470.0,4714.0,5,Primera,Tarde,Línea 2,1640.0,19.9,2822.39,70.8
2023-08-23,2023,La Esperanza,LE-02,Eureka,42189.0,31344.0,6158.0,4687.0,6,Extra,Tarde,Línea 2,1741.0,19.0,2849.56,74.3
2023-08-30,2023,La Esperanza,LE-02,Eureka,34103.0,23780.0,5291.0,5032.0,4,Primera,Noche,Línea 2,1321.0,12.7,2770.69,69.7
2023-09-06,2023,La Esperanza,LE-02,Eureka,25464.0,18227.0,3585.0,3652.0,6,Primera,Mañana,Línea 2,1013.0,8.7,1658.6,71.6
2023-09-13,2023,La Esperanza,LE-02,Eureka,23550.0,17815.0,3189.0,2546.0,7,Segunda,Mañana,Línea 2,990.0,12.6,1911.33,75.6
2023-09-20,2023,La Esperanza,LE-02,Eureka,29449.0,22092.0,4565.0,2792.0,5,Primera,Mañana,Línea 2,1227.0,12.0,1929.2,75.0
2023-09-27,2023,La Esperanza,LE-02,Eureka,27556.0,19665.0,4462.0,3429.0,6,Extra,Tarde,Línea 2,1092.0,10.3,2048.04,71.4
2023-10-04,2023,La Esperanza,LE-02,Eureka,11541.0,8032.0,1932.0,1577.0,5,Segunda,Mañana,Línea 3,446.0,5.1,794.09,69.6
2023-10-11,2023,La Esperanza,LE-02,Eureka,10576.0,7185.0,1865.0,1526.0,4,Extra,Noche,Línea 3,399.0,4.5,639.27,67.9
2023-10-18,2023,La Esperanza,LE-02,Eureka,11469.0,8023.0,1682.0,1764.0,7,Segunda,Tarde,Línea 2,446.0,4.5,916.94,70.0
2023-10-25,2023,La Esperanza,LE-02,Eureka,11520.0,8420.0,1535.0,1565.0,6,Extra,Noche,Línea 1,468.0,4.6,837.72,73.1
2023-11-01,2023,La Esperanza,LE-02,Eureka,4798.0,3156.0,887.0,755.0,5,Segunda,Tarde,Línea 3,175.0,4.5,301.23,65.8
2023-11-08,2023,La Esperanza,LE-02,Eureka,4675.0,3051.0,785.0,839.0,6,Segunda,Mañana,Línea 1,170.0,4.5,322.64,65.3
2023-11-15,2023,La Esperanza,LE-02,Eureka,5008.0,3246.0,933.0,829.0,6,Segunda,Mañana,Línea 2,180.0,4.5,404.83,64.8
2023-11-22,2023,La Esperanza,LE-02,Eureka,4455.0,2829.0,839.0,787.0,2,Primera,Mañana,Línea 2,157.0,4.5,337.29,63.5
2023-11-29,2023,La Esperanza,LE-02,Eureka,3984.0,2690.0,660.0,634.0,4,Primera,Mañana,Línea 3,149.0,4.5,286.95,67.5
2023-03-01,2023,La Esperanza,LE-03,Lisbon,9228.0,6139.0,1666.0,1423.0,6,Primera,Tarde,Línea 2,341.0,4.5,635.85,66.5
2023-03-08,2023,La Esperanza,LE-03,Lisbon,8968.0,5724.0,1711.0,1533.0,6,Primera,Noche,Línea 2,318.0,4.5,615.39,63.8
2023-03-15,2023,La Esperanza,LE-03,Lisbon,7874.0,4984.0,1300.0,1590.0,7,Primera,Noche,Línea 1,277.0,4.5,551.68,63.3
2023-03-22,2023,La Esperanza,LE-03,Lisbon,8099.0,4865.0,1714.0,1520.0,5,Extra,Noche,Línea 1,270.0,4.5,618.33,60.1
2023-03-29,2023,La Esperanza,LE-03,Lisbon,7890.0,4951.0,1360.0,1579.0,6,Segunda,Noche,Línea 3,275.0,4.5,492.77,62.8
2023-04-05,2023,La Esperanza,LE-03,Lisbon,25433.0,17109.0,4682.0,3642.0,4,Primera,Mañana,Línea 3,950.0,9.0,1542.52,67.3
2023-04-12,2023,La Esperanza,LE-03,Lisbon,23094.0,15877.0,3885.0,3332.0,3,Primera,Tarde,Línea 2,882.0,9.6,1535.54,68.7
2023-04-19,2023,La Esperanza,LE-03,Lisbon,24505.0,15769.0,4244.0,4492.0,5,Segunda,Noche,Línea 1,876.0,7.6,1981.66,64.4
2023-04-26,2023,La Esperanza,LE-03,Lisbon,27401.0,19254.0,4850.0,3297.0,5,Primera,Tarde,Línea 3,1070.0,13.0,1847.53,70.3
2023-05-03,2023,La Esperanza,LE-03,Lisbon,32210.0,22780.0,4775.0,4655.0,4,Primera,Tarde,Línea 3,1266.0,11.3,2391.48,70.7
2023-05-10,2023,La Esperanza,LE-03,Lisbon,33875.0,23620.0,5694.0,4561.0,6,Segunda,Mañana,Línea 2,1312.0,15.5,2512.42,69.7
2023-05-17,2023,La Esperanza,LE-03,Lisbon,37443.0,27961.0,5130.0,4352.0,3,Extra,Mañana,Línea 2,1553.0,18.8,2320.22,74.7
2023-05-24,2023,La Esperanza,LE-03,Lisbon,31998.0,22712.0,4675.0,4611.0,3,Extra,Tarde,Línea 2,1262.0,15.5,1870.57,71.0
2023-05-31,2023,La Esperanza,LE-03,Lisbon,30429.0,22840.0,4146.0,3443.0,4,Primera,Tarde,Línea 3,1269.0,13.8,1841.82,75.1
2023-06-07,2023,La Esperanza,LE-03,Lisbon,36829.0,25027.0,5585.0,6217.0,4,Primera,Mañana,Línea 2,1390.0,14.8,2343.09,68.0
2023-06-14,2023,La Esperanza,LE-03,Lisbon,35329.0,25790.0,5577.0,3962.0,5,Segunda,Tarde,Línea 2,1433.0,14.3,2401.62,73.0
2023-06-21,2023,La Esperanza,LE-03,Lisbon,44297.0,32875.0,6032.0,5390.0,2,Primera,Tarde,Línea 1,1826.0,18.6,3007.19,74.2
2023-06-28,2023,La Esperanza,LE-03,Lisbon,42877.0,31788.0,6468.0,4621.0,6,Extra,Tarde,Línea 3,1766.0,21.4,3110.1,74.1
2023-07-05,2023,La Esperanza,LE-03,Lisbon,40461.0,29368.0,5777.0,5316.0,7,Primera,Mañana,Línea 2,1632.0,17.4,3216.5,72.6
2023-07-12,2023,La Esperanza,LE-03,Lisbon,43213.0,30026.0,6967.0,6220.0,3,Extra,Noche,Línea 2,1668.0,21.2,3328.53,69.5
2023-07-19,2023,La Esperanza,LE-03,Lisbon,42429.0,32489.0,6335.0,3605.0,3,Extra,Tarde,Línea 1,1805.0,20.5,2471.04,76.6
2023-07-26,2023,La Esperanza,LE-03,Lisbon,35296.0,26082.0,5781.0,3433.0,3,Primera,Noche,Línea 3,1449.0,13.1,2761.55,73.9
2023-08-02,2023,La Esperanza,LE-03,Lisbon,34928.0,24276.0,5300.0,5352.0,4,Segunda,Tarde,Línea 3,1349.0,12.0,2765.65,69.5
2023-08-09,2023,La Esperanza,LE-03,Lisbon,31646.0,23315.0,4638.0,3693.0,4,Segunda,Mañana,Línea 1,1295.0,11.8,2520.37,73.7
2023-08-16,2023,La Esperanza,LE-03,Lisbon,34137.0,23695.0,5679.0,4763.0,6,Primera,Mañana,Línea 1,1316.0,11.3,2034.48,69.4
2023-08-23,2023,La Esperanza,LE-03,Lisbon,34960.0,25329.0,5243.0,4388.0,7,Primera,Noche,Línea 1,1407.0,12.8,2391.38,72.5
2023-08-30,2023,La Esperanza,LE-03,Lisbon,29590.0,19945.0,4886.0,4759.0,5,Extra,Mañana,Línea 1,1108.0,11.9,1765.02,67.4
2023-09-06,2023,La Esperanza,LE-03,Lisbon,18524.0,12259.0,3407.0,2858.0,5,Extra,Mañana,Línea 1,681.0,6.5,1389.49,66.2
2023-09-13,2023,La Esperanza,LE-03,Lisbon,19257.0,12975.0,2916.0,3366.0,6,Primera,Tarde,Línea 2,721.0,6.5,1474.07,67.4
2023-09-20,2023,La Esperanza,LE-03,Lisbon,20497.0,14999.0,3347.0,2151.0,4,Primera,Tarde,Línea 2,833.0,8.2,1573.49,73.2
2023-09-27,2023,La Esperanza,LE-03,Lisbon,22930.0,14914.0,4254.0,3762.0,5,Segunda,Mañana,Línea 3,829.0,8.1,1738.42,65.0
2023-10-04,2023,La Esperanza,LE-03,Lisbon,10680.0,6947.0,2075.0,1658.0,5,Primera,Noche,Línea 1,386.0,4.5,852.24,65.0
2023-10-11,2023,La Esperanza,LE-03,Lisbon,8233.0,5505.0,1449.0,1279.0,7,Segunda,Tarde,Línea 1,306.0,4.5,508.43,66.9
2023-10-18,2023,La Esperanza,LE-03,Lisbon,9677.0,6356.0,1621.0,1700.0,5,Segunda,Mañana,Línea 1,353.0,4.5,634.15,65.7
2023-10-25,2023,La Esperanza,LE-03,Lisbon,9409.0,6307.0,1624.0,1478.0,4,Extra,Mañana,Línea 3,350.0,4.5,563.1,67.0
2023-11-01,2023,La Esperanza,LE-03,Lisbon,3004.0,1881.0,599.0,524.0,5,Primera,Mañana,Línea 3,104.0,4.5,231.64,62.6
2023-11-08,2023,La Esperanza,LE-03,Lisbon,2904.0,1837.0,551.0,516.0,5,Primera,Tarde,Línea 1,102.0,4.5,187.22,63.2
2023-11-15,2023,La Esperanza,LE-03,Lisbon,3115.0,1958.0,543.0,614.0,6,Primera,Tarde,Línea 3,109.0,4.5,200.45,62.9
2023-11-22,2023,La Esperanza,LE-03,Lisbon,3704.0,2400.0,619.0,685.0,6,Primera,Tarde,Línea 1,133.0,4.5,276.97,64.8
2023-11-29,2023,La Esperanza,LE-03,Lisbon,3102.0,2013.0,497.0,592.0,4,Segunda,Tarde,Línea 3,112.0,4.5,182.42,64.9
2023-03-01,2023,La Esperanza,LE-04,Génova,5939.0,3513.0,1213.0,1213.0,3,Primera,Tarde,Línea 2,195.0,4.5,472.45,59.2
2023-03-08,2023,La Esperanza,LE-04,Génova,6406.0,3886.0,1337.0,1183.0,7,Segunda,Tarde,Línea 1,216.0,4.5,498.45,60.7
2023-03-15,2023,La Esperanza,LE-04,Génova,6033.0,3543.0,1102.0,1388.0,6,Extra,Mañana,Línea 3,197.0,4.5,397.21,58.7
2023-03-22,2023,La Esperanza,LE-04,Génova,6002.0,3650.0,1240.0,1112.0,5,Primera,Mañana,Línea 3,203.0,4.5,382.9,60.8
2023-03-29,2023,La Esperanza,LE-04,Génova,5529.0,3513.0,1029.0,987.0,5,Segunda,Tarde,Línea 3,195.0,4.5,407.51,63.5
2023-04-05,2023,La Esperanza,LE-04,Génova,18370.0,11574.0,3596.0,3200.0,7,Primera,Noche,Línea 1,643.0,6.2,1401.54,63.0
2023-04-12,2023,La Esperanza,LE-04,Génova,17805.0,11961.0,3148.0,2696.0,7,Primera,Mañana,Línea 3,664.0,5.9,1283.5,67.2
2023-04-19,2023,La Esperanza,LE-04,Génova,15421.0,10725.0,2691.0,2005.0,5,Extra,Tarde,Línea 1,596.0,6.2,1156.23,69.6
2023-04-26,2023,La Esperanza,LE-04,Génova,16621.0,11013.0,3190.0,2418.0,4,Primera,Mañana,Línea 2,612.0,6.7,1174.51,66.3
2023-05-03,2023,La Esperanza,LE-04,Génova,29197.0,19591.0,5586.0,4020.0,5,Segunda,Noche,Línea 3,1088.0,10.5,2257.1,67.1
2023-05-10,2023,La Esperanza,LE-04,Génova,24025.0,15985.0,4346.0,3694.0,5,Primera,Mañana,Línea 3,888.0,8.4,1608.59,66.5
2023-05-17,2023,La Esperanza,LE-04,Génova,23293.0,15156.0,4160.0,3977.0,6,Primera,Mañana,Línea 3,842.0,8.0,1740.72,65.1
2023-05-24,2023,La Esperanza,LE-04,Génova,25958.0,17576.0,4519.0,3863.0,6,Segunda,Mañana,Línea 1,976.0,11.5,1944.86,67.7
2023-05-31,2023,La Esperanza,LE-04,Génova,29796.0,19113.0,5811.0,4872.0,7,Segunda,Tarde,Línea 1,1062.0,12.5,1741.86,64.1
2023-06-07,2023,La Esperanza,LE-04,Génova,27735.0,19308.0,4885.0,3542.0,6,Segunda,Mañana,Línea 3,1073.0,9.2,1965.37,69.6
2023-06-14,2023,La Esperanza,LE-04,Génova,31572.0,21706.0,4829.0,5037.0,4,Primera,Mañana,Línea 2,1206.0,12.0,2041.08,68.7
2023-06-21,2023,La Esperanza,LE-04,Génova,32371.0,20443.0,5399.0,6529.0,4,Primera,Noche,Línea 3,1136.0,14.3,2206.41,63.2
2023-06-28,2023,La Esperanza,LE-04,Génova,27696.0,19465.0,4906.0,3325.0,3,Extra,Mañana,Línea 3,1081.0,9.5,2044.44,70.3
2023-07-05,2023,La Esperanza,LE-04,Génova,33306.0,22343.0,6049.0,4914.0,3,Extra,Tarde,Línea 2,1241.0,13.9,2573.33,67.1
2023-07-12,2023,La Esperanza,LE-04,Génova,29967.0,20386.0,5544.0,4037.0,5,Primera,Mañana,Línea 3,1133.0,11.0,2438.15,68.0
2023-07-19,2023,La Esperanza,LE-04,Génova,32418.0,21734.0,5023.0,5661.0,3,Primera,Mañana,Línea 3,1207.0,10.3,2515.88,67.0
2023-07-26,2023,La Esperanza,LE-04,Génova,32429.0,21497.0,5126.0,5806.0,5,Primera,Mañana,Línea 1,1194.0,12.8,1936.17,66.3
2023-08-02,2023,La Esperanza,LE-04,Génova,27110.0,16747.0,4694.0,5669.0,5,Segunda,Mañana,Línea 2,930.0,11.0,1668.2,61.8
2023-08-09,2023,La Esperanza,LE-04,Génova,23560.0,15437.0,4614.0,3509.0,7,Segunda,Noche,Línea 2,858.0,9.0,1523.88,65.5
2023-08-16,2023,La Esperanza,LE-04,Génova,29497.0,18749.0,4973.0,5775.0,4,Extra,Tarde,Línea 1,1042.0,11.8,1962.37,63.6
2023-08-23,2023,La Esperanza,LE-04,Génova,25397.0,16304.0,4312.0,4781.0,3,Primera,Mañana,Línea 3,906.0,8.2,1562.58,64.2
2023-08-30,2023,La Esperanza,LE-04,Génova,24327.0,14914.0,4699.0,4714.0,6,Segunda,Mañana,Línea 3,829.0,7.5,1491.04,61.3
2023-09-06,2023,La Esperanza,LE-04,Génova,15644.0,9938.0,2648.0,3058.0,3,Extra,Noche,Línea 2,552.0,5.4,1010.09,63.5
2023-09-13,2023,La Esperanza,LE-04,Génova,18603.0,11010.0,3912.0,3681.0,5,Segunda,Tarde,Línea 2,612.0,7.6,1265.87,59.2
2023-09-20,2023,La Esperanza,LE-04,Génova,19070.0,11998.0,3594.0,3478.0,4,Primera,Noche,Línea 1,667.0,6.4,1461.7,62.9
2023-09-27,2023,La Esperanza,LE-04,Génova,15513.0,10387.0,2980.0,2146.0,6,Primera,Noche,Línea 2,577.0,5.1,1038.06,67.0
2023-10-04,2023,La Esperanza,LE-04,Génova,8278.0,5070.0,1660.0,1548.0,3,Segunda,Mañana,Línea 3,282.0,4.5,576.12,61.2
2023-10-11,2023,La Esperanza,LE-04,Génova,7579.0,4564.0,1419.0,1596.0,5,Extra,Noche,Línea 3,254.0,4.5,578.27,60.2
2023-10-18,2023,La Esperanza,LE-04,Génova,8604.0,5467.0,1734.0,1403.0,4,Primera,Mañana,Línea 3,304.0,4.5,616.27,63.5
2023-10-25,2023,La Esperanza,LE-04,Génova,7451.0,4308.0,1519.0,1624.0,6,Primera,Mañana,Línea 2,239.0,4.5,550.48,57.8
2023-11-01,2023,La Esperanza,LE-04,Génova,3021.0,1832.0,544.0,645.0,4,Segunda,Tarde,Línea 1,102.0,4.5,191.08,60.7
2023-11-08,2023,La Esperanza,LE-04,Génova,2763.0,1656.0,591.0,516.0,4,Primera,Mañana,Línea 3,92.0,4.5,169.74,60.0
2023-11-15,2023,La Esperanza,LE-04,Génova,3230.0,1890.0,627.0,713.0,4,Segunda,Mañana,Línea 3,105.0,4.5,230.5,58.5
2023-11-22,2023,La Esperanza,LE-04,Génova,2552.0,1539.0,466.0,547.0,5,Segunda,Noche,Línea 2,86.0,4.5,201.55,60.3
2023-11-29,2023,La Esperanza,LE-04,Génova,2724.0,1541.0,506.0,677.0,6,Segunda,Tarde,Línea 3,86.0,4.5,209.81,56.6
2023-03-01,2023,Los Álamos,LA-01,Eureka,10846.0,7283.0,1800.0,1763.0,4,Segunda,Mañana,Línea 2,405.0,5.0,755.61,67.1
2023-03-08,2023,Los Álamos,LA-01,Eureka,10469.0,6757.0,1800.0,1912.0,2,Primera,Mañana,Línea 2,375.0,4.5,667.04,64.5
2023-03-15,2023,Los Álamos,LA-01,Eureka,10864.0,7765.0,1567.0,1532.0,5,Primera,Mañana,Línea 2,431.0,4.5,742.22,71.5
2023-03-22,2023,Los Álamos,LA-01,Eureka,10158.0,6804.0,1861.0,1493.0,4,Extra,Noche,Línea 1,378.0,4.5,790.91,67.0
2023-03-29,2023,Los Álamos,LA-01,Eureka,12779.0,8434.0,2249.0,2096.0,5,Segunda,Mañana,Línea 3,469.0,4.6,1020.46,66.0
2023-04-05,2023,Los Álamos,LA-01,Eureka,31220.0,21456.0,4648.0,5116.0,4,Primera,Tarde,Línea 3,1192.0,15.0,2223.73,68.7
2023-04-12,2023,Los Álamos,LA-01,Eureka,31991.0,21631.0,4876.0,5484.0,6,Primera,Noche,Línea 3,1202.0,11.2,1941.16,67.6
2023-04-19,2023,Los Álamos,LA-01,Eureka,32984.0,23335.0,4860.0,4789.0,3,Primera,Tarde,Línea 1,1296.0,13.9,2547.51,70.7
