fecha,campaña,finca,lote,variedad,hectareas,encargado,produccion_estimada_kg,produccion_real_kg,kg_cosechados,kg_pendientes,costo_por_ha,costo_total_lote,estado_cosecha,rendimiento_kg_ha
2023-06-21,2023,El Paraíso,EP-02,Eureka,30,Miguel Flores,1162869.0,1115857.0,545577.0,570280.0,876422.0,26292660.0,En cosecha,18185.9
2023-06-28,2023,El Paraíso,EP-02,Eureka,30,Miguel Flores,1162869.0,1115857.0,595410.0,520447.0,876422.0,26292660.0,En cosecha,19847.0
2023-07-05,2023,El Paraíso,EP-02,Eureka,30,Miguel Flores,1162869.0,1115857.0,642429.0,473428.0,876422.0,26292660.0,En cosecha,21414.3
2023-07-12,2023,El Paraíso,EP-02,Eureka,30,Miguel Flores,1162869.0,1115857.0,682767.0,433090.0,876422.0,26292660.0,En cosecha,22758.9
2023-07-19,2023,El Paraíso,EP-02,Eureka,30,Miguel Flores,1162869.0,1115857.0,721765.0,394092.0,876422.0,26292660.0,En cosecha,24058.8
2023-07-26,2023,El Paraíso,EP-02,Eureka,30,Miguel Flores,1162869.0,1115857.0,768106.0,347751.0,876422.0,26292660.0,En cosecha,25603.5
2023-08-02,2023,El Paraíso,EP-02,Eureka,30,Miguel Flores,1162869.0,1115857.0,806151.0,309706.0,876422.0,26292660.0,Finalizando,26871.7
2023-08-09,2023,El Paraíso,EP-02,Eureka,30,Miguel Flores,1162869.0,1115857.0,846097.0,269760.0,876422.0,26292660.0,Finalizando,28203.2
2023-08-16,2023,El Paraíso,EP-02,Eureka,30,Miguel Flores,1162869.0,1115857.0,880059.0,235798.0,876422.0,26292660.0,Finalizando,29335.3
2023-08-23,2023,El Paraíso,EP-02,Eureka,30,Miguel Flores,1162869.0,1115857.0,913600.0,202257.0,876422.0,26292660.0,Finalizando,30453.3
2023-08-30,2023,El Paraíso,EP-02,Eureka,30,Miguel Flores,1162869.0,1115857.0,951330.0,164527.0,876422.0,26292660.0,Finalizando,31711.0
2023-09-06,2023,El Paraíso,EP-02,Eureka,30,Miguel Flores,1162869.0,1115857.0,973946.0,141911.0,876422.0,26292660.0,Finalizando,32464.9
2023-09-13,2023,El Paraíso,EP-02,Eureka,30,Miguel Flores,1162869.0,1115857.0,1000723.0,115134.0,876422.0,26292660.0,Finalizando,33357.4
2023-09-20,2023,El Paraíso,EP-02,Eureka,30,Miguel Flores,1162869.0,1115857.0,1026989.0,88868.0,876422.0,26292660.0,Finalizando,34233.0
2023-09-27,2023,El Paraíso,EP-02,Eureka,30,Miguel Flores,1162869.0,1115857.0,1050227.0,65630.0,876422.0,26292660.0,Finalizando,35007.6
2023-10-04,2023,El Paraíso,EP-02,Eureka,30,Miguel Flores,1162869.0,1115857.0,1061888.0,53969.0,876422.0,26292660.0,Finalizando,35396.3
2023-10-11,2023,El Paraíso,EP-02,Eureka,30,Miguel Flores,1162869.0,1115857.0,1073560.0,42297.0,876422.0,26292660.0,Finalizando,35785.3
2023-10-18,2023,El Paraíso,EP-02,Eureka,30,Miguel Flores,1162869.0,1115857.0,1083132.0,32725.0,876422.0,26292660.0,Finalizando,36104.4
2023-10-25,2023,El Paraíso,EP-02,Eureka,30,Miguel Flores,1162869.0,1115857.0,1095281.0,20576.0,876422.0,26292660.0,Finalizando,36509.4
2023-11-01,2023,El Paraíso,EP-02,Eureka,30,Miguel Flores,1162869.0,1115857.0,1099299.0,16558.0,876422.0,26292660.0,Completado,36643.3
2023-11-08,2023,El Paraíso,EP-02,Eureka,30,Miguel Flores,1162869.0,1115857.0,1103699.0,12158.0,876422.0,26292660.0,Completado,36790.0
2023-11-15,2023,El Paraíso,EP-02,Eureka,30,Miguel Flores,1162869.0,1115857.0,1107495.0,8362.0,876422.0,26292660.0,Completado,36916.5
2023-11-22,2023,El Paraíso,EP-02,Eureka,30,Miguel Flores,1162869.0,1115857.0,1111978.0,3879.0,876422.0,26292660.0,Completado,37065.9
2023-11-29,2023,El Paraíso,EP-02,Eureka,30,Miguel Flores,1162869.0,1115857.0,1115857.0,0.0,876422.0,26292660.0,Completado,37195.2
2023-03-01,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,7488.0,680763.0,712863.0,15682986.0,En cosecha,340.4
2023-03-08,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,14236.0,674015.0,712863.0,15682986.0,En cosecha,647.1
2023-03-15,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,21098.0,667153.0,712863.0,15682986.0,En cosecha,959.0
2023-03-22,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,27601.0,660650.0,712863.0,15682986.0,En cosecha,1254.6
2023-03-29,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,33799.0,654452.0,712863.0,15682986.0,En cosecha,1536.3
2023-04-05,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,50514.0,637737.0,712863.0,15682986.0,En cosecha,2296.1
2023-04-12,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,69026.0,619225.0,712863.0,15682986.0,En cosecha,3137.5
2023-04-19,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,87957.0,600294.0,712863.0,15682986.0,En cosecha,3998.0
2023-04-26,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,107093.0,581158.0,712863.0,15682986.0,En cosecha,4867.9
2023-05-03,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,134324.0,553927.0,712863.0,15682986.0,En cosecha,6105.6
2023-05-10,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,156353.0,531898.0,712863.0,15682986.0,En cosecha,7107.0
2023-05-17,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,181385.0,506866.0,712863.0,15682986.0,En cosecha,8244.8
2023-05-24,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,203164.0,485087.0,712863.0,15682986.0,En cosecha,9234.7
2023-05-31,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,228607.0,459644.0,712863.0,15682986.0,En cosecha,10391.2
2023-06-07,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,256418.0,431833.0,712863.0,15682986.0,En cosecha,11655.4
2023-06-14,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,287980.0,400271.0,712863.0,15682986.0,En cosecha,13090.0
2023-06-21,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,315029.0,373222.0,712863.0,15682986.0,En cosecha,14319.5
2023-06-28,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,340112.0,348139.0,712863.0,15682986.0,En cosecha,15459.6
2023-07-05,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,365179.0,323072.0,712863.0,15682986.0,En cosecha,16599.0
2023-07-12,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,395398.0,292853.0,712863.0,15682986.0,En cosecha,17972.6
2023-07-19,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,424423.0,263828.0,712863.0,15682986.0,En cosecha,19292.0
2023-07-26,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,449141.0,239110.0,712863.0,15682986.0,En cosecha,20415.5
2023-08-02,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,468894.0,219357.0,712863.0,15682986.0,En cosecha,21313.4
2023-08-09,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,492777.0,195474.0,712863.0,15682986.0,En cosecha,22399.0
2023-08-16,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,512454.0,175797.0,712863.0,15682986.0,Finalizando,23293.4
2023-08-23,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,537145.0,151106.0,712863.0,15682986.0,Finalizando,24415.7
2023-08-30,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,561063.0,127188.0,712863.0,15682986.0,Finalizando,25502.9
2023-09-06,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,574281.0,113970.0,712863.0,15682986.0,Finalizando,26103.7
2023-09-13,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,587514.0,100737.0,712863.0,15682986.0,Finalizando,26705.2
2023-09-20,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,604791.0,83460.0,712863.0,15682986.0,Finalizando,27490.5
2023-09-27,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,619322.0,68929.0,712863.0,15682986.0,Finalizando,28151.0
2023-10-04,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,626004.0,62247.0,712863.0,15682986.0,Finalizando,28454.7
2023-10-11,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,633600.0,54651.0,712863.0,15682986.0,Finalizando,28800.0
2023-10-18,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,641473.0,46778.0,712863.0,15682986.0,Finalizando,29157.9
2023-10-25,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,649426.0,38825.0,712863.0,15682986.0,Finalizando,29519.4
2023-11-01,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,651962.0,36289.0,712863.0,15682986.0,Finalizando,29634.6
2023-11-08,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,654234.0,34017.0,712863.0,15682986.0,Finalizando,29737.9
2023-11-15,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,656301.0,31950.0,712863.0,15682986.0,Finalizando,29831.9
2023-11-22,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,658854.0,29397.0,712863.0,15682986.0,Finalizando,29947.9
2023-11-29,2023,El Paraíso,EP-03,Lisbon,22,Miguel Flores,676282.0,688251.0,661253.0,26998.0,712863.0,15682986.0,Finalizando,30057.0
2023-03-01,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,3641.0,503901.0,720031.0,12960558.0,En cosecha,202.3
2023-03-08,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,7360.0,500182.0,720031.0,12960558.0,En cosecha,408.9
2023-03-15,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,11077.0,496465.0,720031.0,12960558.0,En cosecha,615.4
2023-03-22,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,15456.0,492086.0,720031.0,12960558.0,En cosecha,858.7
2023-03-29,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,19956.0,487586.0,720031.0,12960558.0,En cosecha,1108.7
2023-04-05,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,31881.0,475661.0,720031.0,12960558.0,En cosecha,1771.2
2023-04-12,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,45114.0,462428.0,720031.0,12960558.0,En cosecha,2506.3
2023-04-19,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,56318.0,451224.0,720031.0,12960558.0,En cosecha,3128.8
2023-04-26,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,67214.0,440328.0,720031.0,12960558.0,En cosecha,3734.1
2023-05-03,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,86109.0,421433.0,720031.0,12960558.0,En cosecha,4783.8
2023-05-10,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,101742.0,405800.0,720031.0,12960558.0,En cosecha,5652.3
2023-05-17,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,121117.0,386425.0,720031.0,12960558.0,En cosecha,6728.7
2023-05-24,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,135680.0,371862.0,720031.0,12960558.0,En cosecha,7537.8
2023-05-31,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,155088.0,352454.0,720031.0,12960558.0,En cosecha,8616.0
2023-06-07,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,172068.0,335474.0,720031.0,12960558.0,En cosecha,9559.3
2023-06-14,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,193996.0,313546.0,720031.0,12960558.0,En cosecha,10777.6
2023-06-21,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,213803.0,293739.0,720031.0,12960558.0,En cosecha,11877.9
2023-06-28,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,236325.0,271217.0,720031.0,12960558.0,En cosecha,13129.2
2023-07-05,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,254144.0,253398.0,720031.0,12960558.0,En cosecha,14119.1
2023-07-12,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,274871.0,232671.0,720031.0,12960558.0,En cosecha,15270.6
2023-07-19,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,298116.0,209426.0,720031.0,12960558.0,En cosecha,16562.0
2023-07-26,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,318657.0,188885.0,720031.0,12960558.0,En cosecha,17703.2
2023-08-02,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,336877.0,170665.0,720031.0,12960558.0,En cosecha,18715.4
2023-08-09,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,355442.0,152100.0,720031.0,12960558.0,En cosecha,19746.8
2023-08-16,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,372750.0,134792.0,720031.0,12960558.0,Finalizando,20708.3
2023-08-23,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,390960.0,116582.0,720031.0,12960558.0,Finalizando,21720.0
2023-08-30,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,408944.0,98598.0,720031.0,12960558.0,Finalizando,22719.1
2023-09-06,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,422204.0,85338.0,720031.0,12960558.0,Finalizando,23455.8
2023-09-13,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,432452.0,75090.0,720031.0,12960558.0,Finalizando,24025.1
2023-09-20,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,443529.0,64013.0,720031.0,12960558.0,Finalizando,24640.5
2023-09-27,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,456961.0,50581.0,720031.0,12960558.0,Finalizando,25386.7
2023-10-04,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,462982.0,44560.0,720031.0,12960558.0,Finalizando,25721.2
2023-10-11,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,468306.0,39236.0,720031.0,12960558.0,Finalizando,26017.0
2023-10-18,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,473893.0,33649.0,720031.0,12960558.0,Finalizando,26327.4
2023-10-25,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,478931.0,28611.0,720031.0,12960558.0,Finalizando,26607.3
2023-11-01,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,480628.0,26914.0,720031.0,12960558.0,Finalizando,26701.6
2023-11-08,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,482478.0,25064.0,720031.0,12960558.0,Finalizando,26804.3
2023-11-15,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,484267.0,23275.0,720031.0,12960558.0,Finalizando,26903.7
2023-11-22,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,486183.0,21359.0,720031.0,12960558.0,Finalizando,27010.2
2023-11-29,2023,El Paraíso,EP-04,Génova,18,Miguel Flores,498653.0,507542.0,487819.0,19723.0,720031.0,12960558.0,Finalizando,27101.1
2023-03-01,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,19003.0,1647671.0,931338.0,37253520.0,En cosecha,475.1
2023-03-08,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,35211.0,1631463.0,931338.0,37253520.0,En cosecha,880.3
2023-03-15,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,55424.0,1611250.0,931338.0,37253520.0,En cosecha,1385.6
2023-03-22,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,75164.0,1591510.0,931338.0,37253520.0,En cosecha,1879.1
2023-03-29,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,95585.0,1571089.0,931338.0,37253520.0,En cosecha,2389.6
2023-04-05,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,146573.0,1520101.0,931338.0,37253520.0,En cosecha,3664.3
2023-04-12,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,195968.0,1470706.0,931338.0,37253520.0,En cosecha,4899.2
2023-04-19,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,242592.0,1424082.0,931338.0,37253520.0,En cosecha,6064.8
2023-04-26,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,296518.0,1370156.0,931338.0,37253520.0,En cosecha,7412.9
2023-05-03,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,368729.0,1297945.0,931338.0,37253520.0,En cosecha,9218.2
2023-05-10,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,425060.0,1241614.0,931338.0,37253520.0,En cosecha,10626.5
2023-05-17,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,481026.0,1185648.0,931338.0,37253520.0,En cosecha,12025.6
2023-05-24,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,543765.0,1122909.0,931338.0,37253520.0,En cosecha,13594.1
2023-05-31,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,614901.0,1051773.0,931338.0,37253520.0,En cosecha,15372.5
2023-06-07,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,693045.0,973629.0,931338.0,37253520.0,En cosecha,17326.1
2023-06-14,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,754221.0,912453.0,931338.0,37253520.0,En cosecha,18855.5
2023-06-21,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,824393.0,842281.0,931338.0,37253520.0,En cosecha,20609.8
2023-06-28,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,890242.0,776432.0,931338.0,37253520.0,En cosecha,22256.0
2023-07-05,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,962271.0,704403.0,931338.0,37253520.0,En cosecha,24056.8
2023-07-12,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,1031902.0,634772.0,931338.0,37253520.0,En cosecha,25797.5
2023-07-19,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,1101461.0,565213.0,931338.0,37253520.0,En cosecha,27536.5
2023-07-26,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,1164080.0,502594.0,931338.0,37253520.0,En cosecha,29102.0
2023-08-02,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,1213884.0,452790.0,931338.0,37253520.0,Finalizando,30347.1
2023-08-09,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,1261542.0,405132.0,931338.0,37253520.0,Finalizando,31538.5
2023-08-16,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,1305906.0,360768.0,931338.0,37253520.0,Finalizando,32647.7
2023-08-23,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,1362538.0,304136.0,931338.0,37253520.0,Finalizando,34063.4
2023-08-30,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,1418384.0,248290.0,931338.0,37253520.0,Finalizando,35459.6
2023-09-06,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,1458337.0,208337.0,931338.0,37253520.0,Finalizando,36458.4
2023-09-13,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,1498258.0,168416.0,931338.0,37253520.0,Finalizando,37456.4
2023-09-20,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,1533620.0,133054.0,931338.0,37253520.0,Finalizando,38340.5
2023-09-27,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,1571189.0,95485.0,931338.0,37253520.0,Finalizando,39279.7
2023-10-04,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,1589193.0,77481.0,931338.0,37253520.0,Finalizando,39729.8
2023-10-11,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,1606747.0,59927.0,931338.0,37253520.0,Finalizando,40168.7
2023-10-18,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,1621457.0,45217.0,931338.0,37253520.0,Finalizando,40536.4
2023-10-25,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,1637126.0,29548.0,931338.0,37253520.0,Finalizando,40928.2
2023-11-01,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,1642357.0,24317.0,931338.0,37253520.0,Completado,41058.9
2023-11-08,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,1649028.0,17646.0,931338.0,37253520.0,Completado,41225.7
2023-11-15,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,1655091.0,11583.0,931338.0,37253520.0,Completado,41377.3
2023-11-22,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,1660496.0,6178.0,931338.0,37253520.0,Completado,41512.4
2023-11-29,2023,Río Ancho,RA-01,Eureka,40,Juan Nieva,1620951.0,1666674.0,1666674.0,0.0,931338.0,37253520.0,Completado,41666.8
2023-03-01,2023,Río Ancho,RA-02,Lisbon,38,Juan Nieva,1274739.0,1206618.0,12529.0,1194089.0,720881.0,27393478.0,En cosecha,329.7
2023-03-08,2023,Río Ancho,RA-02,Lisbon,38,Juan Nieva,1274739.0,1206618.0,24190.0,1182428.0,720881.0,27393478.0,En cosecha,636.6
2023-03-15,2023,Río Ancho,RA-02,Lisbon,38,Juan Nieva,1274739.0,1206618.0,36994.0,1169624.0,720881.0,27393478.0,En cosecha,973.5
2023-03-22,2023,Río Ancho,RA-02,Lisbon,38,Juan Nieva,1274739.0,1206618.0,48764.0,1157854.0,720881.0,27393478.0,En cosecha,1283.3
2023-03-29,2023,Río Ancho,RA-02,Lisbon,38,Juan Nieva,1274739.0,1206618.0,60565.0,1146053.0,720881.0,27393478.0,En cosecha,1593.8
2023-04-05,2023,Río Ancho,RA-02,Lisbon,38,Juan Nieva,1274739.0,1206618.0,94933.0,1111685.0,720881.0,27393478.0,En cosecha,2498.2
2023-04-12,2023,Río Ancho,RA-02,Lisbon,38,Juan Nieva,1274739.0,1206618.0,124957.0,1081661.0,720881.0,27393478.0,En cosecha,3288.3
2023-04-19,2023,Río Ancho,RA-02,Lisbon,38,Juan Nieva,1274739.0,1206618.0,152508.0,1054110.0,720881.0,27393478.0,En cosecha,4013.4
2023-04-26,2023,Río Ancho,RA-02,Lisbon,38,Juan Nieva,1274739.0,1206618.0,179092.0,1027526.0,720881.0,27393478.0,En cosecha,4712.9
2023-05-03,2023,Río Ancho,RA-02,Lisbon,38,Juan Nieva,1274739.0,1206618.0,226437.0,980181.0,720881.0,27393478.0,En cosecha,5958.9
2023-05-10,2023,Río Ancho,RA-02,Lisbon,38,Juan Nieva,1274739.0,1206618.0,272020.0,934598.0,720881.0,27393478.0,En cosecha,7158.4
2023-05-17,2023,Río Ancho,RA-02,Lisbon,38,Juan Nieva,1274739.0,1206618.0,318698.0,887920.0,720881.0,27393478.0,En cosecha,8386.8
2023-05-24,2023,Río Ancho,RA-02,Lisbon,38,Juan Nieva,1274739.0,1206618.0,358957.0,847661.0,720881.0,27393478.0,En cosecha,9446.2
2023-05-31,2023,Río Ancho,RA-02,Lisbon,38,Juan Nieva,1274739.0,1206618.0,398213.0,808405.0,720881.0,27393478.0,En cosecha,10479.3
2023-06-07,2023,Río Ancho,RA-02,Lisbon,38,Juan Nieva,1274739.0,1206618.0,440728.0,765890.0,720881.0,27393478.0,En cosecha,11598.1
2023-06-14,2023,Río Ancho,RA-02,Lisbon,38,Juan Nieva,1274739.0,1206618.0,488200.0,718418.0,720881.0,27393478.0,En cosecha,12847.4
2023-06-21,2023,Río Ancho,RA-02,Lisbon,38,Juan Nieva,1274739.0,1206618.0,539204.0,667414.0,720881.0,27393478.0,En cosecha,14189.6
2023-06-28,2023,Río Ancho,RA-02,Lisbon,38,Juan Nieva,1274739.0,1206618.0,587291.0,619327.0,720881.0,27393478.0,En cosecha,15455.0
2023-07-05,2023,Río Ancho,RA-02,Lisbon,38,Juan Nieva,1274739.0,1206618.0,635595.0,571023.0,720881.0,27393478.0,En cosecha,16726.2
2023-07-12,2023,Río Ancho,RA-02,Lisbon,38,Juan Nieva,1274739.0,1206618.0,690720.0,515898.0,720881.0,27393478.0,En cosecha,18176.8
2023-07-19,2023,Río Ancho,RA-02,Lisbon,38,Juan Nieva,1274739.0,1206618.0,737719.0,468899.0,720881.0,27393478.0,En cosecha,19413.7
2023-07-26,2023,Río Ancho,RA-02,Lisbon,38,Juan Nieva,1274739.0,1206618.0,787141.0,419477.0,720881.0,27393478.0,En cosecha,20714.2
2023-08-02,2023,Río Ancho,RA-02,Lisbon,38,Juan Nieva,1274739.0,1206618.0,830032.0,376586.0,720881.0,27393478.0,En cosecha,21842.9
2023-08-09,2023,Río Ancho,RA-02,Lisbon,38,Juan Nieva,1274739.0,1206618.0,868374.0,338244.0,720881.0,27393478.0,En cosecha,22851.9
2023-08-16,2023,Río Ancho,RA-02,Lisbon,38,Juan Nieva,1274739.0,1206618.0,909366.0,297252.0,720881.0,27393478.0,Finalizando,23930.7
2023-08-23,2023,Río Ancho,RA-02,Lisbon,38,Juan Nieva,1274739.0,1206618.0,953182.0,253436.0,720881.0,27393478.0,Finalizando,25083.7
2023-08-30,2023,Río Ancho,RA-02,Lisbon,38,Juan Nieva,1274739.0,1206618.0,998021.0,208597.0,720881.0,27393478.0,Finalizando,26263.7
2023-09-06,2023,Río Ancho,RA-02,Lisbon,38,Juan Nieva,1274739.0,1206618.0,1021739.0,184879.0,720881.0,27393478.0,Finalizando,26887.9
