fecha,campaña,pedido_id,finca,lote,variedad,cliente,destino,pais_provincia,canal,producto,calibre,calidad,kg_vendidos,cajas,precio_unitario_usd,importe_usd,tipo_cambio,importe_ars,margen_estimado,moneda,estado_cobro,estado_pedido
2023-04-19,2023,PED-2023-00325,Río Ancho,RA-03,Génova,Frutales Tucumán SRL,Industria,Tucumán,Contrato Industria,Limón Industria,4,Primera,3839.0,213.0,0.0695,266.82,261.62,69805.45,0.0443,ARS,Cobrado,Cumplido
2023-04-19,2023,PED-2023-00328,San Cayetano,SC-01,Eureka,Frutales Tucumán SRL,Industria,Tucumán,Contrato Industria,Limón Industria,4,Primera,5061.0,281.0,0.0669,338.38,264.9,89636.86,0.0377,ARS,Cobrado,Cumplido
2023-04-19,2023,PED-2023-00334,San Cayetano,SC-03,Génova,Frutales Tucumán SRL,Industria,Tucumán,Mercado Industrial,Limón Industria,4,Extra,3076.0,171.0,0.071,218.53,262.32,57324.79,0.0418,ARS,Cobrado,Cumplido
2023-04-19,2023,PED-2023-00306,La Esperanza,LE-04,Génova,Central de Frutas SA,Mercado Interno,Buenos Aires,Distribuidor Regional,Limón Génova,5,Extra,2157.0,120.0,0.2411,520.13,260.97,135738.33,0.1972,ARS,Cobrado,Parcial
2023-04-19,2023,PED-2023-00309,Los Álamos,LA-01,Eureka,Central de Frutas SA,Mercado Interno,Buenos Aires,Mercado Central,Limón Eureka,3,Primera,6909.0,384.0,0.2446,1690.16,259.81,439120.47,0.1432,ARS,Cobrado,Cumplido
2023-04-19,2023,PED-2023-00315,Los Álamos,LA-03,Génova,Central de Frutas SA,Mercado Interno,Buenos Aires,Mercado Central,Limón Génova,5,Primera,2026.0,113.0,0.236,478.13,257.73,123228.44,0.1437,ARS,Cobrado,Cumplido
2023-04-19,2023,PED-2023-00318,Río Ancho,RA-01,Eureka,Frutales del Norte SRL,Mercado Interno,Salta,Retail Nacional,Limón Eureka,7,Primera,9834.0,546.0,0.1872,1841.1,256.65,472518.31,0.1802,ARS,Vencido,Cumplido
2023-04-19,2023,PED-2023-00324,Río Ancho,RA-03,Génova,Frutales del Norte SRL,Mercado Interno,Salta,Mercado Central,Limón Génova,4,Primera,2009.0,112.0,0.2185,438.95,261.62,114838.1,0.1104,ARS,Pendiente,Cumplido
2023-04-19,2023,PED-2023-00286,El Paraíso,EP-01,Eureka,La Morenita SA,Mercado Interno,Tucumán,Distribuidor Regional,Limón Eureka,3,Primera,4632.0,257.0,0.2416,1118.87,267.45,299241.78,0.1971,ARS,Cobrado,Cumplido
2023-04-19,2023,PED-2023-00292,El Paraíso,EP-03,Lisbon,La Morenita SA,Mercado Interno,Tucumán,Mercado Central,Limón Lisbon,2,Extra,2864.0,159.0,0.2592,742.34,255.86,189935.11,0.1232,ARS,Cobrado,Cumplido
2023-04-19,2023,PED-2023-00297,La Esperanza,LE-01,Eureka,La Morenita SA,Mercado Interno,Tucumán,Distribuidor Regional,Limón Eureka,2,Primera,4398.0,244.0,0.2375,1044.39,257.79,269233.3,0.144,ARS,Pendiente,Cumplido
2023-04-19,2023,PED-2023-00312,Los Álamos,LA-02,Lisbon,La Morenita SA,Mercado Interno,Tucumán,Retail Nacional,Limón Lisbon,4,Primera,2718.0,151.0,0.2225,604.62,263.33,159214.58,0.127,ARS,Cobrado,Cumplido
2023-04-19,2023,PED-2023-00321,Río Ancho,RA-02,Lisbon,La Morenita SA,Mercado Interno,Tucumán,Retail Nacional,Limón Lisbon,4,Primera,3776.0,210.0,0.2436,919.75,260.69,239769.63,0.1974,ARS,Cobrado,Cumplido
2023-04-19,2023,PED-2023-00333,San Cayetano,SC-03,Génova,La Morenita SA,Mercado Interno,Tucumán,Retail Nacional,Limón Génova,4,Extra,2054.0,114.0,0.2508,515.23,262.32,135155.13,0.2148,ARS,Cobrado,Cumplido
2023-04-19,2023,PED-2023-00289,El Paraíso,EP-02,Eureka,Supermercados Norte SA,Mercado Interno,Tucumán,Distribuidor Regional,Limón Eureka,7,Primera,6379.0,354.0,0.1978,1261.92,262.5,331254.0,0.1972,ARS,Cobrado,Parcial
2023-04-19,2023,PED-2023-00300,La Esperanza,LE-02,Eureka,Supermercados Norte SA,Mercado Interno,Tucumán,Mercado Central,Limón Eureka,3,Primera,5765.0,320.0,0.2154,1241.52,267.15,331672.07,0.1689,ARS,Cobrado,Parcial
2023-04-19,2023,PED-2023-00303,La Esperanza,LE-03,Lisbon,Supermercados Norte SA,Mercado Interno,Tucumán,Distribuidor Regional,Limón Lisbon,5,Segunda,4423.0,246.0,0.2103,930.31,261.94,243685.4,0.1294,ARS,Cobrado,Cumplido
2023-04-19,2023,PED-2023-00327,San Cayetano,SC-01,Eureka,Supermercados Norte SA,Mercado Interno,Tucumán,Retail Nacional,Limón Eureka,4,Primera,7459.0,414.0,0.2175,1622.66,264.9,429842.63,0.1193,ARS,Cobrado,Cumplido
2023-04-19,2023,PED-2023-00330,San Cayetano,SC-02,Lisbon,Supermercados Norte SA,Mercado Interno,Tucumán,Distribuidor Regional,Limón Lisbon,4,Primera,4902.0,272.0,0.2138,1048.02,270.81,283814.3,0.1649,ARS,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00347,La Esperanza,LE-01,Eureka,Al Salam Trading,Exportación,Emiratos Árabes,Programa Retail UE,Limón Eureka,4,Primera,17520.0,973.0,0.3676,6440.05,268.84,1731343.04,0.2228,USD,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00356,La Esperanza,LE-04,Génova,Al Salam Trading,Exportación,Emiratos Árabes,Programa Retail UE,Limón Génova,4,Primera,8369.0,465.0,0.3445,2882.72,264.33,761989.38,0.3078,USD,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00362,Los Álamos,LA-02,Lisbon,Al Salam Trading,Exportación,Emiratos Árabes,Exportación Directa,Limón Lisbon,5,Primera,8546.0,475.0,0.3566,3047.57,264.53,806173.69,0.222,USD,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00369,Río Ancho,RA-01,Eureka,Al Salam Trading,Exportación,Emiratos Árabes,Trader Golfo,Limón Eureka,4,Primera,8045.0,447.0,0.363,2920.64,270.29,789419.79,0.2601,USD,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00381,San Cayetano,SC-02,Lisbon,Al Salam Trading,Exportación,Emiratos Árabes,Trader Golfo,Limón Lisbon,4,Primera,10478.0,582.0,0.3632,3805.28,271.24,1032144.15,0.2582,USD,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00384,San Cayetano,SC-03,Génova,Al Salam Trading,Exportación,Emiratos Árabes,Exportación Directa,Limón Génova,7,Segunda,6209.0,345.0,0.2862,1777.31,261.6,464944.3,0.2088,USD,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00341,El Paraíso,EP-03,Lisbon,Citrus World Ltd,Exportación,Reino Unido,Programa Retail UE,Limón Lisbon,7,Primera,8527.0,474.0,0.3647,3109.48,264.59,822737.31,0.3031,USD,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00344,El Paraíso,EP-04,Génova,Citrus World Ltd,Exportación,Reino Unido,Exportación Directa,Limón Génova,6,Segunda,4450.0,247.0,0.352,1566.28,263.23,412291.88,0.1634,USD,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00359,Los Álamos,LA-01,Eureka,Citrus World Ltd,Exportación,Reino Unido,Exportación Directa,Limón Eureka,4,Segunda,15686.0,871.0,0.3818,5989.1,271.11,1623704.9,0.2098,USD,Pendiente,Cumplido
2023-04-26,2023,PED-2023-00335,El Paraíso,EP-01,Eureka,Fischer Import GmbH,Exportación,Alemania,Trader Golfo,Limón Eureka,5,Segunda,12107.0,673.0,0.3972,4808.88,263.89,1269015.34,0.166,USD,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00338,El Paraíso,EP-02,Eureka,Fischer Import GmbH,Exportación,Alemania,Exportación Directa,Limón Eureka,6,Extra,17280.0,960.0,0.4026,6957.57,265.71,1848695.92,0.2338,USD,Cobrado,Parcial
2023-04-26,2023,PED-2023-00368,Río Ancho,RA-01,Eureka,Fischer Import GmbH,Exportación,Alemania,Programa Retail UE,Limón Eureka,4,Primera,20106.0,1117.0,0.3997,8037.04,270.29,2172331.54,0.1978,USD,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00372,Río Ancho,RA-02,Lisbon,Fischer Import GmbH,Exportación,Alemania,Programa Retail UE,Limón Lisbon,5,Primera,11802.0,656.0,0.4183,4936.76,275.05,1357855.84,0.2192,USD,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00375,Río Ancho,RA-03,Génova,Fischer Import GmbH,Exportación,Alemania,Trader Golfo,Limón Génova,6,Primera,6814.0,379.0,0.3689,2513.78,260.35,654462.62,0.2415,USD,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00378,San Cayetano,SC-01,Eureka,Fischer Import GmbH,Exportación,Alemania,Exportación Directa,Limón Eureka,3,Primera,16753.0,931.0,0.4452,7457.85,269.73,2011605.88,0.215,USD,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00350,La Esperanza,LE-02,Eureka,Medifresh SA,Exportación,España,Trader Golfo,Limón Eureka,6,Primera,19118.0,1062.0,0.346,6613.9,272.31,1801031.11,0.1879,USD,Pendiente,Cumplido
2023-04-26,2023,PED-2023-00353,La Esperanza,LE-03,Lisbon,Medifresh SA,Exportación,España,Exportación Directa,Limón Lisbon,5,Primera,14503.0,806.0,0.3788,5493.63,255.84,1405490.3,0.2507,USD,Cobrado,Parcial
2023-04-26,2023,PED-2023-00365,Los Álamos,LA-03,Génova,Medifresh SA,Exportación,España,Trader Golfo,Limón Génova,4,Primera,5876.0,326.0,0.3491,2051.54,268.77,551392.41,0.2793,USD,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00352,La Esperanza,LE-02,Eureka,Citromax SA,Industria,Tucumán,Contrato Industria,Limón Industria,6,Primera,4551.0,253.0,0.0725,329.88,272.31,89829.62,0.0503,ARS,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00355,La Esperanza,LE-03,Lisbon,Citromax SA,Industria,Tucumán,Mercado Industrial,Limón Industria,5,Primera,4850.0,269.0,0.0764,370.44,255.84,94773.37,0.0515,ARS,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00364,Los Álamos,LA-02,Lisbon,Citromax SA,Industria,Tucumán,Contrato Industria,Limón Industria,5,Primera,2487.0,138.0,0.0747,185.8,264.53,49149.67,0.0825,ARS,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00371,Río Ancho,RA-01,Eureka,Citromax SA,Industria,Tucumán,Mercado Industrial,Limón Industria,4,Primera,8981.0,499.0,0.0782,701.97,270.29,189735.47,0.0544,ARS,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00337,El Paraíso,EP-01,Eureka,Frutales Tucumán SRL,Industria,Tucumán,Mercado Industrial,Limón Industria,5,Segunda,3366.0,187.0,0.0636,214.16,263.89,56514.68,0.0674,ARS,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00340,El Paraíso,EP-02,Eureka,Frutales Tucumán SRL,Industria,Tucumán,Mercado Industrial,Limón Industria,6,Extra,4323.0,240.0,0.0676,292.45,265.71,77706.89,0.0654,ARS,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00343,El Paraíso,EP-03,Lisbon,Frutales Tucumán SRL,Industria,Tucumán,Contrato Industria,Limón Industria,7,Primera,3543.0,197.0,0.0661,234.02,264.59,61919.35,0.0303,ARS,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00346,El Paraíso,EP-04,Génova,Frutales Tucumán SRL,Industria,Tucumán,Contrato Industria,Limón Industria,6,Segunda,2239.0,124.0,0.0612,137.07,263.23,36080.94,0.0822,ARS,Cobrado,Parcial
2023-04-26,2023,PED-2023-00349,La Esperanza,LE-01,Eureka,Frutales Tucumán SRL,Industria,Tucumán,Contrato Industria,Limón Industria,4,Primera,4618.0,257.0,0.0667,308.17,268.84,82848.42,0.0802,ARS,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00358,La Esperanza,LE-04,Génova,Frutales Tucumán SRL,Industria,Tucumán,Mercado Industrial,Limón Industria,4,Primera,3190.0,177.0,0.0708,225.86,264.33,59701.57,0.0754,ARS,Pendiente,Parcial
2023-04-26,2023,PED-2023-00361,Los Álamos,LA-01,Eureka,Frutales Tucumán SRL,Industria,Tucumán,Contrato Industria,Limón Industria,4,Segunda,4399.0,244.0,0.0662,291.33,271.11,78982.48,0.0688,ARS,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00367,Los Álamos,LA-03,Génova,Frutales Tucumán SRL,Industria,Tucumán,Mercado Industrial,Limón Industria,4,Primera,2714.0,151.0,0.0667,181.15,268.77,48687.69,0.0473,ARS,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00374,Río Ancho,RA-02,Lisbon,Frutales Tucumán SRL,Industria,Tucumán,Contrato Industria,Limón Industria,5,Primera,4791.0,266.0,0.0662,317.3,275.05,87273.36,0.0367,ARS,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00377,Río Ancho,RA-03,Génova,Frutales Tucumán SRL,Industria,Tucumán,Mercado Industrial,Limón Industria,6,Primera,3505.0,195.0,0.0654,229.22,260.35,59677.43,0.0657,ARS,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00380,San Cayetano,SC-01,Eureka,Frutales Tucumán SRL,Industria,Tucumán,Mercado Industrial,Limón Industria,3,Primera,4694.0,261.0,0.0701,329.12,269.73,88773.54,0.0465,ARS,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00383,San Cayetano,SC-02,Lisbon,Frutales Tucumán SRL,Industria,Tucumán,Contrato Industria,Limón Industria,4,Primera,3570.0,198.0,0.0708,252.72,271.24,68547.77,0.0317,ARS,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00386,San Cayetano,SC-03,Génova,Frutales Tucumán SRL,Industria,Tucumán,Mercado Industrial,Limón Industria,7,Segunda,4254.0,236.0,0.0577,245.66,261.6,64264.66,0.0308,ARS,Cobrado,Parcial
2023-04-26,2023,PED-2023-00339,El Paraíso,EP-02,Eureka,Central de Frutas SA,Mercado Interno,Buenos Aires,Distribuidor Regional,Limón Eureka,6,Extra,6352.0,353.0,0.2221,1410.79,265.71,374861.01,0.1712,ARS,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00360,Los Álamos,LA-01,Eureka,Central de Frutas SA,Mercado Interno,Buenos Aires,Mercado Central,Limón Eureka,4,Segunda,6269.0,348.0,0.2285,1432.22,271.11,388289.16,0.1932,ARS,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00370,Río Ancho,RA-01,Eureka,Central de Frutas SA,Mercado Interno,Buenos Aires,Mercado Central,Limón Eureka,4,Primera,9517.0,529.0,0.2314,2202.55,270.29,595327.24,0.1973,ARS,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00342,El Paraíso,EP-03,Lisbon,Frutales del Norte SRL,Mercado Interno,Salta,Distribuidor Regional,Limón Lisbon,7,Primera,4387.0,244.0,0.1813,795.52,264.59,210486.64,0.206,ARS,Pendiente,Cumplido
2023-04-26,2023,PED-2023-00348,La Esperanza,LE-01,Eureka,Frutales del Norte SRL,Mercado Interno,Salta,Retail Nacional,Limón Eureka,4,Primera,6500.0,361.0,0.2179,1416.45,268.84,380798.42,0.1311,ARS,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00379,San Cayetano,SC-01,Eureka,Frutales del Norte SRL,Mercado Interno,Salta,Mercado Central,Limón Eureka,3,Primera,4133.0,230.0,0.2197,907.97,269.73,244906.75,0.1564,ARS,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00382,San Cayetano,SC-02,Lisbon,Frutales del Norte SRL,Mercado Interno,Salta,Retail Nacional,Limón Lisbon,4,Primera,3551.0,197.0,0.2135,758.15,271.24,205640.61,0.1275,ARS,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00351,La Esperanza,LE-02,Eureka,La Morenita SA,Mercado Interno,Tucumán,Distribuidor Regional,Limón Eureka,6,Primera,6577.0,365.0,0.2185,1437.38,272.31,391412.95,0.1548,ARS,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00354,La Esperanza,LE-03,Lisbon,La Morenita SA,Mercado Interno,Tucumán,Mercado Central,Limón Lisbon,5,Primera,4751.0,264.0,0.2352,1117.3,255.84,285850.03,0.1657,ARS,Cobrado,Parcial
2023-04-26,2023,PED-2023-00357,La Esperanza,LE-04,Génova,La Morenita SA,Mercado Interno,Tucumán,Mercado Central,Limón Génova,4,Primera,2644.0,147.0,0.2209,584.06,264.33,154384.58,0.1378,ARS,Pendiente,Cumplido
2023-04-26,2023,PED-2023-00366,Los Álamos,LA-03,Génova,La Morenita SA,Mercado Interno,Tucumán,Mercado Central,Limón Génova,4,Primera,2508.0,139.0,0.2336,585.95,268.77,157485.78,0.1152,ARS,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00376,Río Ancho,RA-03,Génova,La Morenita SA,Mercado Interno,Tucumán,Distribuidor Regional,Limón Génova,6,Primera,2391.0,133.0,0.2243,536.33,260.35,139633.52,0.186,ARS,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00336,El Paraíso,EP-01,Eureka,Supermercados Norte SA,Mercado Interno,Tucumán,Mercado Central,Limón Eureka,5,Segunda,5637.0,313.0,0.2088,1177.2,263.89,310651.31,0.1075,ARS,Pendiente,Cumplido
2023-04-26,2023,PED-2023-00345,El Paraíso,EP-04,Génova,Supermercados Norte SA,Mercado Interno,Tucumán,Mercado Central,Limón Génova,6,Segunda,1860.0,103.0,0.2006,373.12,263.23,98216.38,0.1509,ARS,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00363,Los Álamos,LA-02,Lisbon,Supermercados Norte SA,Mercado Interno,Tucumán,Mercado Central,Limón Lisbon,5,Primera,3551.0,197.0,0.2133,757.5,264.53,200381.47,0.1249,ARS,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00373,Río Ancho,RA-02,Lisbon,Supermercados Norte SA,Mercado Interno,Tucumán,Mercado Central,Limón Lisbon,5,Primera,5086.0,283.0,0.2221,1129.72,275.05,310729.49,0.1397,ARS,Cobrado,Cumplido
2023-04-26,2023,PED-2023-00385,San Cayetano,SC-03,Génova,Supermercados Norte SA,Mercado Interno,Tucumán,Distribuidor Regional,Limón Génova,7,Segunda,4430.0,246.0,0.1778,787.69,261.6,206059.7,0.1653,ARS,Cobrado,Cumplido
2023-05-03,2023,PED-2023-00400,La Esperanza,LE-01,Eureka,Al Salam Trading,Exportación,Emiratos Árabes,Exportación Directa,Limón Eureka,3,Extra,5343.0,297.0,0.3786,2022.88,269.4,544963.87,0.3269,USD,Cobrado,Cumplido
2023-05-03,2023,PED-2023-00401,La Esperanza,LE-01,Eureka,Al Salam Trading,Exportación,Emiratos Árabes,Trader Golfo,Limón Eureka,3,Extra,19363.0,1076.0,0.3997,7739.47,269.4,2085013.22,0.2806,USD,Cobrado,Cumplido
2023-05-03,2023,PED-2023-00408,La Esperanza,LE-03,Lisbon,Al Salam Trading,Exportación,Emiratos Árabes,Programa Retail UE,Limón Lisbon,4,Primera,17424.0,968.0,0.3477,6058.39,271.0,1641823.69,0.309,USD,Cobrado,Cumplido
2023-05-03,2023,PED-2023-00411,La Esperanza,LE-04,Génova,Al Salam Trading,Exportación,Emiratos Árabes,Exportación Directa,Limón Génova,5,Segunda,12257.0,681.0,0.3165,3879.47,268.35,1041055.77,0.2791,USD,Cobrado,Cumplido
2023-05-03,2023,PED-2023-00427,Río Ancho,RA-02,Lisbon,Al Salam Trading,Exportación,Emiratos Árabes,Exportación Directa,Limón Lisbon,6,Primera,21219.0,1179.0,0.3525,7479.56,272.23,2036160.62,0.2024,USD,Cobrado,Cumplido
2023-05-03,2023,PED-2023-00390,El Paraíso,EP-02,Eureka,Citrus World Ltd,Exportación,Reino Unido,Exportación Directa,Limón Eureka,4,Primera,4702.0,261.0,0.3761,1768.3,264.91,468440.35,0.3084,USD,Cobrado,Cumplido
2023-05-03,2023,PED-2023-00391,El Paraíso,EP-02,Eureka,Citrus World Ltd,Exportación,Reino Unido,Programa Retail UE,Limón Eureka,4,Primera,21899.0,1217.0,0.4053,8876.06,264.91,2351357.05,0.2685,USD,Pendiente,Cumplido
2023-05-03,2023,PED-2023-00394,El Paraíso,EP-03,Lisbon,Citrus World Ltd,Exportación,Reino Unido,Trader Golfo,Limón Lisbon,5,Segunda,12556.0,698.0,0.3762,4723.64,257.51,1216384.54,0.2328,USD,Cobrado,Parcial
2023-05-03,2023,PED-2023-00405,La Esperanza,LE-02,Eureka,Citrus World Ltd,Exportación,Reino Unido,Trader Golfo,Limón Eureka,3,Primera,18609.0,1034.0,0.401,7462.86,272.95,2036987.64,0.1907,USD,Cobrado,Parcial
2023-05-03,2023,PED-2023-00417,Los Álamos,LA-02,Lisbon,Citrus World Ltd,Exportación,Reino Unido,Exportación Directa,Limón Lisbon,3,Primera,15681.0,871.0,0.4294,6732.66,259.28,1745644.08,0.1901,USD,Cobrado,Cumplido
2023-05-03,2023,PED-2023-00430,Río Ancho,RA-03,Génova,Citrus World Ltd,Exportación,Reino Unido,Trader Golfo,Limón Génova,5,Segunda,9019.0,501.0,0.354,3192.34,269.64,860782.56,0.1541,USD,Cobrado,Cumplido
2023-05-03,2023,PED-2023-00439,San Cayetano,SC-03,Génova,Citrus World Ltd,Exportación,Reino Unido,Trader Golfo,Limón Génova,6,Primera,10244.0,569.0,0.3674,3763.25,271.28,1020894.46,0.2498,USD,Cobrado,Cumplido
2023-05-03,2023,PED-2023-00397,El Paraíso,EP-04,Génova,Fischer Import GmbH,Exportación,Alemania,Programa Retail UE,Limón Génova,7,Segunda,7874.0,437.0,0.3683,2899.66,274.84,796942.55,0.174,USD,Cobrado,Cumplido
2023-05-03,2023,PED-2023-00414,Los Álamos,LA-01,Eureka,Fischer Import GmbH,Exportación,Alemania,Programa Retail UE,Limón Eureka,3,Primera,19869.0,1104.0,0.4555,9050.04,271.53,2457357.36,0.2334,USD,Pendiente,Cumplido
2023-05-03,2023,PED-2023-00420,Los Álamos,LA-03,Génova,Fischer Import GmbH,Exportación,Alemania,Trader Golfo,Limón Génova,5,Segunda,7859.0,437.0,0.3743,2941.33,263.36,774628.67,0.2073,USD,Cobrado,Parcial
2023-05-03,2023,PED-2023-00423,Río Ancho,RA-01,Eureka,Fischer Import GmbH,Exportación,Alemania,Exportación Directa,Limón Eureka,4,Primera,4042.0,225.0,0.4176,1688.07,276.44,466650.07,0.2133,USD,Pendiente,Cumplido
2023-05-03,2023,PED-2023-00433,San Cayetano,SC-01,Eureka,Fischer Import GmbH,Exportación,Alemania,Exportación Directa,Limón Eureka,3,Extra,23498.0,1305.0,0.4309,10125.53,271.69,2751005.25,0.2777,USD,Cobrado,Cumplido
2023-05-03,2023,PED-2023-00387,El Paraíso,EP-01,Eureka,Medifresh SA,Exportación,España,Trader Golfo,Limón Eureka,3,Segunda,17320.0,962.0,0.3709,6424.61,267.57,1719032.9,0.2241,USD,Cobrado,Cumplido
2023-05-03,2023,PED-2023-00404,La Esperanza,LE-02,Eureka,Medifresh SA,Exportación,España,Trader Golfo,Limón Eureka,3,Primera,6108.0,339.0,0.3998,2442.01,272.95,666546.63,0.2431,USD,Cobrado,Cumplido
2023-05-03,2023,PED-2023-00424,Río Ancho,RA-01,Eureka,Medifresh SA,Exportación,España,Trader Golfo,Limón Eureka,4,Primera,34101.0,1894.0,0.3934,13416.96,276.44,3708984.42,0.2438,USD,Cobrado,Cumplido
2023-05-03,2023,PED-2023-00436,San Cayetano,SC-02,Lisbon,Medifresh SA,Exportación,España,Programa Retail UE,Limón Lisbon,5,Primera,18077.0,1004.0,0.3538,6395.79,271.76,1738119.89,0.2658,USD,Cobrado,Cumplido
2023-05-03,2023,PED-2023-00389,El Paraíso,EP-01,Eureka,Citromax SA,Industria,Tucumán,Contrato Industria,Limón Industria,3,Segunda,4245.0,236.0,0.0779,330.88,267.57,88533.56,0.0632,ARS,Cobrado,Cumplido
2023-05-03,2023,PED-2023-00396,El Paraíso,EP-03,Lisbon,Citromax SA,Industria,Tucumán,Mercado Industrial,Limón Industria,5,Segunda,4124.0,229.0,0.0755,311.41,257.51,80191.19,0.0653,ARS,Cobrado,Cumplido
2023-05-03,2023,PED-2023-00410,La Esperanza,LE-03,Lisbon,Citromax SA,Industria,Tucumán,Mercado Industrial,Limón Industria,4,Primera,4775.0,265.0,0.075,358.1,271.0,97045.1,0.0368,ARS,Cobrado,Cumplido
2023-05-03,2023,PED-2023-00416,Los Álamos,LA-01,Eureka,Citromax SA,Industria,Tucumán,Contrato Industria,Limón Industria,3,Primera,4982.0,277.0,0.0767,382.19,271.53,103776.05,0.0518,ARS,Cobrado,Cumplido
2023-05-03,2023,PED-2023-00422,Los Álamos,LA-03,Génova,Citromax SA,Industria,Tucumán,Contrato Industria,Limón Industria,5,Segunda,3356.0,186.0,0.0692,232.35,263.36,61191.7,0.0307,ARS,Cobrado,Cumplido
2023-05-03,2023,PED-2023-00426,Río Ancho,RA-01,Eureka,Citromax SA,Industria,Tucumán,Contrato Industria,Limón Industria,4,Primera,11385.0,632.0,0.0789,898.7,276.44,248436.63,0.0507,ARS,Pendiente,Cumplido
2023-05-03,2023,PED-2023-00435,San Cayetano,SC-01,Eureka,Citromax SA,Industria,Tucumán,Contrato Industria,Limón Industria,3,Extra,5064.0,281.0,0.0801,405.64,271.69,110208.33,0.0413,ARS,Vencido,Parcial
2023-05-03,2023,PED-2023-00438,San Cayetano,SC-02,Lisbon,Citromax SA,Industria,Tucumán,Mercado Industrial,Limón Industria,5,Primera,6307.0,350.0,0.0792,499.29,271.76,135687.05,0.0394,ARS,Pendiente,Cumplido
2023-05-03,2023,PED-2023-00393,El Paraíso,EP-02,Eureka,Frutales Tucumán SRL,Industria,Tucumán,Mercado Industrial,Limón Industria,4,Primera,7363.0,409.0,0.0693,510.53,264.91,135244.5,0.0834,ARS,Cobrado,Cumplido
2023-05-03,2023,PED-2023-00399,El Paraíso,EP-04,Génova,Frutales Tucumán SRL,Industria,Tucumán,Contrato Industria,Limón Industria,7,Segunda,3167.0,176.0,0.0579,183.41,274.84,50408.4,0.0758,ARS,Cobrado,Cumplido
2023-05-03,2023,PED-2023-00403,La Esperanza,LE-01,Eureka,Frutales Tucumán SRL,Industria,Tucumán,Mercado Industrial,Limón Industria,3,Extra,5826.0,324.0,0.0743,433.04,269.4,116660.98,0.0345,ARS,Cobrado,Cumplido
2023-05-03,2023,PED-2023-00407,La Esperanza,LE-02,Eureka,Frutales Tucumán SRL,Industria,Tucumán,Contrato Industria,Limón Industria,3,Primera,7225.0,401.0,0.0701,506.36,272.95,138210.96,0.0427,ARS,Pendiente,Cumplido
2023-05-03,2023,PED-2023-00413,La Esperanza,LE-04,Génova,Frutales Tucumán SRL,Industria,Tucumán,Mercado Industrial,Limón Industria,5,Segunda,5586.0,310.0,0.0675,377.12,268.35,101200.15,0.0657,ARS,Cobrado,Cumplido
2023-05-03,2023,PED-2023-00419,Los Álamos,LA-02,Lisbon,Frutales Tucumán SRL,Industria,Tucumán,Contrato Industria,Limón Industria,3,Primera,4186.0,233.0,0.0747,312.79,259.28,81100.19,0.0661,ARS,Pendiente,Cumplido
2023-05-03,2023,PED-2023-00429,Río Ancho,RA-02,Lisbon,Frutales Tucumán SRL,Industria,Tucumán,Mercado Industrial,Limón Industria,6,Primera,9188.0,510.0,0.0656,603.02,272.23,164160.13,0.0711,ARS,Cobrado,Cumplido
2023-05-03,2023,PED-2023-00432,Río Ancho,RA-03,Génova,Frutales Tucumán SRL,Industria,Tucumán,Contrato Industria,Limón Industria,5,Segunda,4951.0,275.0,0.0661,327.37,269.64,88272.05,0.0421,ARS,Cobrado,Cumplido
